bike_usage,hour,region,subzone
1553,2023-02-09 07:00:00,lower_west_manhattan,NW
2206,2023-02-09 08:00:00,lower_west_manhattan,NW
1724,2023-02-09 09:00:00,lower_west_manhattan,NW
1203,2023-02-09 10:00:00,lower_west_manhattan,NW
1070,2023-02-09 11:00:00,lower_west_manhattan,NW
1224,2023-02-09 12:00:00,lower_west_manhattan,NW
1297,2023-02-09 13:00:00,lower_west_manhattan,NW
1488,2023-02-09 14:00:00,lower_west_manhattan,NW
1659,2023-02-09 15:00:00,lower_west_manhattan,NW
2020,2023-02-09 16:00:00,lower_west_manhattan,NW
2715,2023-02-09 17:00:00,lower_west_manhattan,NW
2653,2023-02-09 18:00:00,lower_west_manhattan,NW
1892,2023-02-09 19:00:00,lower_west_manhattan,NW
1312,2023-02-09 20:00:00,lower_west_manhattan,NW
1060,2023-02-09 21:00:00,lower_west_manhattan,NW
880,2023-02-09 22:00:00,lower_west_manhattan,NW
585,2023-02-09 23:00:00,lower_west_manhattan,NW
408,2023-02-10 00:00:00,lower_west_manhattan,NW
198,2023-02-10 01:00:00,lower_west_manhattan,NW
108,2023-02-10 02:00:00,lower_west_manhattan,NW
70,2023-02-10 03:00:00,lower_west_manhattan,NW
58,2023-02-10 04:00:00,lower_west_manhattan,NW
254,2023-02-10 05:00:00,lower_west_manhattan,NW
660,2023-02-10 06:00:00,lower_west_manhattan,NW
1333,2023-02-10 07:00:00,lower_west_manhattan,NW
1919,2023-02-10 08:00:00,lower_west_manhattan,NW
1660,2023-02-10 09:00:00,lower_west_manhattan,NW
1247,2023-02-10 10:00:00,lower_west_manhattan,NW
1398,2023-02-10 11:00:00,lower_west_manhattan,NW
1579,2023-02-10 12:00:00,lower_west_manhattan,NW
1771,2023-02-10 13:00:00,lower_west_manhattan,NW
1988,2023-02-10 14:00:00,lower_west_manhattan,NW
2231,2023-02-10 15:00:00,lower_west_manhattan,NW
2405,2023-02-10 16:00:00,lower_west_manhattan,NW
2793,2023-02-10 17:00:00,lower_west_manhattan,NW
2275,2023-02-10 18:00:00,lower_west_manhattan,NW
1635,2023-02-10 19:00:00,lower_west_manhattan,NW
1229,2023-02-10 20:00:00,lower_west_manhattan,NW
864,2023-02-10 21:00:00,lower_west_manhattan,NW
770,2023-02-10 22:00:00,lower_west_manhattan,NW
599,2023-02-10 23:00:00,lower_west_manhattan,NW
515,2023-02-11 00:00:00,lower_west_manhattan,NW
370,2023-02-11 01:00:00,lower_west_manhattan,NW
257,2023-02-11 02:00:00,lower_west_manhattan,NW
150,2023-02-11 03:00:00,lower_west_manhattan,NW
87,2023-02-11 04:00:00,lower_west_manhattan,NW
56,2023-02-11 05:00:00,lower_west_manhattan,NW
158,2023-02-11 06:00:00,lower_west_manhattan,NW
283,2023-02-11 07:00:00,lower_west_manhattan,NW
583,2023-02-11 08:00:00,lower_west_manhattan,NW
941,2023-02-11 09:00:00,lower_west_manhattan,NW
1199,2023-02-11 10:00:00,lower_west_manhattan,NW
1522,2023-02-11 11:00:00,lower_west_manhattan,NW
1757,2023-02-11 12:00:00,lower_west_manhattan,NW
1760,2023-02-11 13:00:00,lower_west_manhattan,NW
1929,2023-02-11 14:00:00,lower_west_manhattan,NW
1838,2023-02-11 15:00:00,lower_west_manhattan,NW
1719,2023-02-11 16:00:00,lower_west_manhattan,NW
1624,2023-02-11 17:00:00,lower_west_manhattan,NW
1271,2023-02-11 18:00:00,lower_west_manhattan,NW
1121,2023-02-11 19:00:00,lower_west_manhattan,NW
859,2023-02-11 20:00:00,lower_west_manhattan,NW
715,2023-02-11 21:00:00,lower_west_manhattan,NW
619,2023-02-11 22:00:00,lower_west_manhattan,NW
530,2023-02-11 23:00:00,lower_west_manhattan,NW
396,2023-02-12 00:00:00,lower_west_manhattan,NW
353,2023-02-12 01:00:00,lower_west_manhattan,NW
237,2023-02-12 02:00:00,lower_west_manhattan,NW
145,2023-02-12 03:00:00,lower_west_manhattan,NW
91,2023-02-12 04:00:00,lower_west_manhattan,NW
51,2023-02-12 05:00:00,lower_west_manhattan,NW
106,2023-02-12 06:00:00,lower_west_manhattan,NW
224,2023-02-12 07:00:00,lower_west_manhattan,NW
436,2023-02-12 08:00:00,lower_west_manhattan,NW
738,2023-02-12 09:00:00,lower_west_manhattan,NW
1102,2023-02-12 10:00:00,lower_west_manhattan,NW
1426,2023-02-12 11:00:00,lower_west_manhattan,NW
1578,2023-02-12 12:00:00,lower_west_manhattan,NW
1545,2023-02-12 13:00:00,lower_west_manhattan,NW
1634,2023-02-12 14:00:00,lower_west_manhattan,NW
1571,2023-02-12 15:00:00,lower_west_manhattan,NW
1608,2023-02-12 16:00:00,lower_west_manhattan,NW
1747,2023-02-12 17:00:00,lower_west_manhattan,NW
1356,2023-02-12 18:00:00,lower_west_manhattan,NW
662,2023-02-12 19:00:00,lower_west_manhattan,NW
480,2023-02-12 20:00:00,lower_west_manhattan,NW
452,2023-02-12 21:00:00,lower_west_manhattan,NW
631,2023-02-12 22:00:00,lower_west_manhattan,NW
234,2023-02-12 23:00:00,lower_west_manhattan,NW
139,2023-02-13 00:00:00,lower_west_manhattan,NW
101,2023-02-13 01:00:00,lower_west_manhattan,NW
60,2023-02-13 02:00:00,lower_west_manhattan,NW
23,2023-02-13 03:00:00,lower_west_manhattan,NW
55,2023-02-13 04:00:00,lower_west_manhattan,NW
227,2023-02-13 05:00:00,lower_west_manhattan,NW
655,2023-02-13 06:00:00,lower_west_manhattan,NW
1292,2023-02-13 07:00:00,lower_west_manhattan,NW
1993,2023-02-13 08:00:00,lower_west_manhattan,NW
1516,2023-02-13 09:00:00,lower_west_manhattan,NW
1006,2023-02-13 10:00:00,lower_west_manhattan,NW
1089,2023-02-13 11:00:00,lower_west_manhattan,NW
1232,2023-02-13 12:00:00,lower_west_manhattan,NW
1396,2023-02-13 13:00:00,lower_west_manhattan,NW
1614,2023-02-13 14:00:00,lower_west_manhattan,NW
1794,2023-02-13 15:00:00,lower_west_manhattan,NW
1998,2023-02-13 16:00:00,lower_west_manhattan,NW
2828,2023-02-13 17:00:00,lower_west_manhattan,NW
2645,2023-02-13 18:00:00,lower_west_manhattan,NW
1698,2023-02-13 19:00:00,lower_west_manhattan,NW
1230,2023-02-13 20:00:00,lower_west_manhattan,NW
817,2023-02-13 21:00:00,lower_west_manhattan,NW
638,2023-02-13 22:00:00,lower_west_manhattan,NW
311,2023-02-13 23:00:00,lower_west_manhattan,NW
173,2023-02-14 00:00:00,lower_west_manhattan,NW
73,2023-02-14 01:00:00,lower_west_manhattan,NW
50,2023-02-14 02:00:00,lower_west_manhattan,NW
34,2023-02-14 03:00:00,lower_west_manhattan,NW
52,2023-02-14 04:00:00,lower_west_manhattan,NW
273,2023-02-14 05:00:00,lower_west_manhattan,NW
766,2023-02-14 06:00:00,lower_west_manhattan,NW
1565,2023-02-14 07:00:00,lower_west_manhattan,NW
2346,2023-02-14 08:00:00,lower_west_manhattan,NW
1853,2023-02-14 09:00:00,lower_west_manhattan,NW
1205,2023-02-14 10:00:00,lower_west_manhattan,NW
1142,2023-02-14 11:00:00,lower_west_manhattan,NW
1459,2023-02-14 12:00:00,lower_west_manhattan,NW
1558,2023-02-14 13:00:00,lower_west_manhattan,NW
1615,2023-02-14 14:00:00,lower_west_manhattan,NW
1795,2023-02-14 15:00:00,lower_west_manhattan,NW
2347,2023-02-14 16:00:00,lower_west_manhattan,NW
3257,2023-02-14 17:00:00,lower_west_manhattan,NW
2678,2023-02-14 18:00:00,lower_west_manhattan,NW
1728,2023-02-14 19:00:00,lower_west_manhattan,NW
1027,2023-02-14 20:00:00,lower_west_manhattan,NW
745,2023-02-14 21:00:00,lower_west_manhattan,NW
578,2023-02-14 22:00:00,lower_west_manhattan,NW
391,2023-02-14 23:00:00,lower_west_manhattan,NW
235,2023-02-15 00:00:00,lower_west_manhattan,NW
122,2023-02-15 01:00:00,lower_west_manhattan,NW
64,2023-02-15 02:00:00,lower_west_manhattan,NW
27,2023-02-15 03:00:00,lower_west_manhattan,NW
77,2023-02-15 04:00:00,lower_west_manhattan,NW
277,2023-02-15 05:00:00,lower_west_manhattan,NW
836,2023-02-15 06:00:00,lower_west_manhattan,NW
1621,2023-02-15 07:00:00,lower_west_manhattan,NW
2558,2023-02-15 08:00:00,lower_west_manhattan,NW
2057,2023-02-15 09:00:00,lower_west_manhattan,NW
1292,2023-02-15 10:00:00,lower_west_manhattan,NW
1265,2023-02-15 11:00:00,lower_west_manhattan,NW
1468,2023-02-15 12:00:00,lower_west_manhattan,NW
1544,2023-02-15 13:00:00,lower_west_manhattan,NW
1848,2023-02-15 14:00:00,lower_west_manhattan,NW
2085,2023-02-15 15:00:00,lower_west_manhattan,NW
2541,2023-02-15 16:00:00,lower_west_manhattan,NW
3640,2023-02-15 17:00:00,lower_west_manhattan,NW
3137,2023-02-15 18:00:00,lower_west_manhattan,NW
2060,2023-02-15 19:00:00,lower_west_manhattan,NW
1553,2023-02-15 20:00:00,lower_west_manhattan,NW
1159,2023-02-15 21:00:00,lower_west_manhattan,NW
858,2023-02-15 22:00:00,lower_west_manhattan,NW
512,2023-02-15 23:00:00,lower_west_manhattan,NW
247,2023-02-16 00:00:00,lower_west_manhattan,NW
144,2023-02-16 01:00:00,lower_west_manhattan,NW
81,2023-02-16 02:00:00,lower_west_manhattan,NW
48,2023-02-16 03:00:00,lower_west_manhattan,NW
84,2023-02-16 04:00:00,lower_west_manhattan,NW
288,2023-02-16 05:00:00,lower_west_manhattan,NW
745,2023-02-16 06:00:00,lower_west_manhattan,NW
1701,2023-02-16 07:00:00,lower_west_manhattan,NW
2551,2023-02-16 08:00:00,lower_west_manhattan,NW
2032,2023-02-16 09:00:00,lower_west_manhattan,NW
1332,2023-02-16 10:00:00,lower_west_manhattan,NW
1332,2023-02-16 11:00:00,lower_west_manhattan,NW
1500,2023-02-16 12:00:00,lower_west_manhattan,NW
1624,2023-02-16 13:00:00,lower_west_manhattan,NW
1429,2023-02-16 14:00:00,lower_west_manhattan,NW
786,2023-02-16 15:00:00,lower_west_manhattan,NW
947,2023-02-16 16:00:00,lower_west_manhattan,NW
2253,2023-02-16 17:00:00,lower_west_manhattan,NW
2513,2023-02-16 18:00:00,lower_west_manhattan,NW
1851,2023-02-16 19:00:00,lower_west_manhattan,NW
1329,2023-02-16 20:00:00,lower_west_manhattan,NW
1073,2023-02-16 21:00:00,lower_west_manhattan,NW
830,2023-02-16 22:00:00,lower_west_manhattan,NW
558,2023-02-16 23:00:00,lower_west_manhattan,NW
415,2023-02-17 00:00:00,lower_west_manhattan,NW
213,2023-02-17 01:00:00,lower_west_manhattan,NW
131,2023-02-17 02:00:00,lower_west_manhattan,NW
85,2023-02-17 03:00:00,lower_west_manhattan,NW
88,2023-02-17 04:00:00,lower_west_manhattan,NW
264,2023-02-17 05:00:00,lower_west_manhattan,NW
598,2023-02-17 06:00:00,lower_west_manhattan,NW
867,2023-02-17 07:00:00,lower_west_manhattan,NW
1203,2023-02-17 08:00:00,lower_west_manhattan,NW
533,2023-02-17 09:00:00,lower_west_manhattan,NW
591,2023-02-17 10:00:00,lower_west_manhattan,NW
965,2023-02-17 11:00:00,lower_west_manhattan,NW
1097,2023-02-17 12:00:00,lower_west_manhattan,NW
746,2023-02-17 13:00:00,lower_west_manhattan,NW
1166,2023-02-17 14:00:00,lower_west_manhattan,NW
1443,2023-02-17 15:00:00,lower_west_manhattan,NW
1306,2023-02-17 16:00:00,lower_west_manhattan,NW
1346,2023-02-17 17:00:00,lower_west_manhattan,NW
1404,2023-02-17 18:00:00,lower_west_manhattan,NW
1061,2023-02-17 19:00:00,lower_west_manhattan,NW
752,2023-02-17 20:00:00,lower_west_manhattan,NW
533,2023-02-17 21:00:00,lower_west_manhattan,NW
400,2023-02-17 22:00:00,lower_west_manhattan,NW
316,2023-02-17 23:00:00,lower_west_manhattan,NW
252,2023-02-18 00:00:00,lower_west_manhattan,NW
192,2023-02-18 01:00:00,lower_west_manhattan,NW
126,2023-02-18 02:00:00,lower_west_manhattan,NW
78,2023-02-18 03:00:00,lower_west_manhattan,NW
49,2023-02-18 04:00:00,lower_west_manhattan,NW
46,2023-02-18 05:00:00,lower_west_manhattan,NW
142,2023-02-18 06:00:00,lower_west_manhattan,NW
241,2023-02-18 07:00:00,lower_west_manhattan,NW
433,2023-02-18 08:00:00,lower_west_manhattan,NW
732,2023-02-18 09:00:00,lower_west_manhattan,NW
1012,2023-02-18 10:00:00,lower_west_manhattan,NW
1275,2023-02-18 11:00:00,lower_west_manhattan,NW
1337,2023-02-18 12:00:00,lower_west_manhattan,NW
1412,2023-02-18 13:00:00,lower_west_manhattan,NW
1501,2023-02-18 14:00:00,lower_west_manhattan,NW
1558,2023-02-18 15:00:00,lower_west_manhattan,NW
1582,2023-02-18 16:00:00,lower_west_manhattan,NW
1345,2023-02-18 17:00:00,lower_west_manhattan,NW
1190,2023-02-18 18:00:00,lower_west_manhattan,NW
926,2023-02-18 19:00:00,lower_west_manhattan,NW
670,2023-02-18 20:00:00,lower_west_manhattan,NW
534,2023-02-18 21:00:00,lower_west_manhattan,NW
505,2023-02-18 22:00:00,lower_west_manhattan,NW
431,2023-02-18 23:00:00,lower_west_manhattan,NW
382,2023-02-19 00:00:00,lower_west_manhattan,NW
252,2023-02-19 01:00:00,lower_west_manhattan,NW
182,2023-02-19 02:00:00,lower_west_manhattan,NW
137,2023-02-19 03:00:00,lower_west_manhattan,NW
83,2023-02-19 04:00:00,lower_west_manhattan,NW
52,2023-02-19 05:00:00,lower_west_manhattan,NW
108,2023-02-19 06:00:00,lower_west_manhattan,NW
189,2023-02-19 07:00:00,lower_west_manhattan,NW
398,2023-02-19 08:00:00,lower_west_manhattan,NW
669,2023-02-19 09:00:00,lower_west_manhattan,NW
926,2023-02-19 10:00:00,lower_west_manhattan,NW
1237,2023-02-19 11:00:00,lower_west_manhattan,NW
1313,2023-02-19 12:00:00,lower_west_manhattan,NW
1450,2023-02-19 13:00:00,lower_west_manhattan,NW
1502,2023-02-19 14:00:00,lower_west_manhattan,NW
1532,2023-02-19 15:00:00,lower_west_manhattan,NW
1452,2023-02-19 16:00:00,lower_west_manhattan,NW
1302,2023-02-19 17:00:00,lower_west_manhattan,NW
1108,2023-02-19 18:00:00,lower_west_manhattan,NW
945,2023-02-19 19:00:00,lower_west_manhattan,NW
711,2023-02-19 20:00:00,lower_west_manhattan,NW
599,2023-02-19 21:00:00,lower_west_manhattan,NW
513,2023-02-19 22:00:00,lower_west_manhattan,NW
401,2023-02-19 23:00:00,lower_west_manhattan,NW
295,2023-02-20 00:00:00,lower_west_manhattan,NW
181,2023-02-20 01:00:00,lower_west_manhattan,NW
127,2023-02-20 02:00:00,lower_west_manhattan,NW
75,2023-02-20 03:00:00,lower_west_manhattan,NW
71,2023-02-20 04:00:00,lower_west_manhattan,NW
115,2023-02-20 05:00:00,lower_west_manhattan,NW
286,2023-02-20 06:00:00,lower_west_manhattan,NW
476,2023-02-20 07:00:00,lower_west_manhattan,NW
795,2023-02-20 08:00:00,lower_west_manhattan,NW
915,2023-02-20 09:00:00,lower_west_manhattan,NW
1066,2023-02-20 10:00:00,lower_west_manhattan,NW
1251,2023-02-20 11:00:00,lower_west_manhattan,NW
1560,2023-02-20 12:00:00,lower_west_manhattan,NW
1792,2023-02-20 13:00:00,lower_west_manhattan,NW
2094,2023-02-20 14:00:00,lower_west_manhattan,NW
2149,2023-02-20 15:00:00,lower_west_manhattan,NW
1968,2023-02-20 16:00:00,lower_west_manhattan,NW
2164,2023-02-20 17:00:00,lower_west_manhattan,NW
1873,2023-02-20 18:00:00,lower_west_manhattan,NW
1342,2023-02-20 19:00:00,lower_west_manhattan,NW
1047,2023-02-20 20:00:00,lower_west_manhattan,NW
889,2023-02-20 21:00:00,lower_west_manhattan,NW
631,2023-02-20 22:00:00,lower_west_manhattan,NW
404,2023-02-20 23:00:00,lower_west_manhattan,NW
197,2023-02-21 00:00:00,lower_west_manhattan,NW
105,2023-02-21 01:00:00,lower_west_manhattan,NW
39,2023-02-21 02:00:00,lower_west_manhattan,NW
12,2023-02-21 03:00:00,lower_west_manhattan,NW
24,2023-02-21 04:00:00,lower_west_manhattan,NW
131,2023-02-21 05:00:00,lower_west_manhattan,NW
379,2023-02-21 06:00:00,lower_west_manhattan,NW
1014,2023-02-21 07:00:00,lower_west_manhattan,NW
1750,2023-02-21 08:00:00,lower_west_manhattan,NW
1421,2023-02-21 09:00:00,lower_west_manhattan,NW
897,2023-02-21 10:00:00,lower_west_manhattan,NW
955,2023-02-21 11:00:00,lower_west_manhattan,NW
1006,2023-02-21 12:00:00,lower_west_manhattan,NW
1161,2023-02-21 13:00:00,lower_west_manhattan,NW
1187,2023-02-21 14:00:00,lower_west_manhattan,NW
1241,2023-02-21 15:00:00,lower_west_manhattan,NW
1220,2023-02-21 16:00:00,lower_west_manhattan,NW
1764,2023-02-21 17:00:00,lower_west_manhattan,NW
1860,2023-02-21 18:00:00,lower_west_manhattan,NW
1501,2023-02-21 19:00:00,lower_west_manhattan,NW
1084,2023-02-21 20:00:00,lower_west_manhattan,NW
860,2023-02-21 21:00:00,lower_west_manhattan,NW
626,2023-02-21 22:00:00,lower_west_manhattan,NW
346,2023-02-21 23:00:00,lower_west_manhattan,NW
187,2023-02-22 00:00:00,lower_west_manhattan,NW
83,2023-02-22 01:00:00,lower_west_manhattan,NW
63,2023-02-22 02:00:00,lower_west_manhattan,NW
36,2023-02-22 03:00:00,lower_west_manhattan,NW
48,2023-02-22 04:00:00,lower_west_manhattan,NW
263,2023-02-22 05:00:00,lower_west_manhattan,NW
730,2023-02-22 06:00:00,lower_west_manhattan,NW
1450,2023-02-22 07:00:00,lower_west_manhattan,NW
2300,2023-02-22 08:00:00,lower_west_manhattan,NW
1834,2023-02-22 09:00:00,lower_west_manhattan,NW
1123,2023-02-22 10:00:00,lower_west_manhattan,NW
1125,2023-02-22 11:00:00,lower_west_manhattan,NW
1159,2023-02-22 12:00:00,lower_west_manhattan,NW
1023,2023-02-22 13:00:00,lower_west_manhattan,NW
610,2023-02-22 14:00:00,lower_west_manhattan,NW
476,2023-02-22 15:00:00,lower_west_manhattan,NW
574,2023-02-22 16:00:00,lower_west_manhattan,NW
1611,2023-02-22 17:00:00,lower_west_manhattan,NW
1873,2023-02-22 18:00:00,lower_west_manhattan,NW
1400,2023-02-22 19:00:00,lower_west_manhattan,NW
996,2023-02-22 20:00:00,lower_west_manhattan,NW
779,2023-02-22 21:00:00,lower_west_manhattan,NW
599,2023-02-22 22:00:00,lower_west_manhattan,NW
400,2023-02-22 23:00:00,lower_west_manhattan,NW
197,2023-02-23 00:00:00,lower_west_manhattan,NW
66,2023-02-23 01:00:00,lower_west_manhattan,NW
47,2023-02-23 02:00:00,lower_west_manhattan,NW
30,2023-02-23 03:00:00,lower_west_manhattan,NW
50,2023-02-23 04:00:00,lower_west_manhattan,NW
244,2023-02-23 05:00:00,lower_west_manhattan,NW
635,2023-02-23 06:00:00,lower_west_manhattan,NW
1231,2023-02-23 07:00:00,lower_west_manhattan,NW
1953,2023-02-23 08:00:00,lower_west_manhattan,NW
1630,2023-02-23 09:00:00,lower_west_manhattan,NW
1079,2023-02-23 10:00:00,lower_west_manhattan,NW
1024,2023-02-23 11:00:00,lower_west_manhattan,NW
1083,2023-02-23 12:00:00,lower_west_manhattan,NW
1195,2023-02-23 13:00:00,lower_west_manhattan,NW
1240,2023-02-23 14:00:00,lower_west_manhattan,NW
1377,2023-02-23 15:00:00,lower_west_manhattan,NW
1741,2023-02-23 16:00:00,lower_west_manhattan,NW
2538,2023-02-23 17:00:00,lower_west_manhattan,NW
2378,2023-02-23 18:00:00,lower_west_manhattan,NW
1779,2023-02-23 19:00:00,lower_west_manhattan,NW
1169,2023-02-23 20:00:00,lower_west_manhattan,NW
966,2023-02-23 21:00:00,lower_west_manhattan,NW
703,2023-02-23 22:00:00,lower_west_manhattan,NW
511,2023-02-23 23:00:00,lower_west_manhattan,NW
262,2023-02-24 00:00:00,lower_west_manhattan,NW
132,2023-02-24 01:00:00,lower_west_manhattan,NW
96,2023-02-24 02:00:00,lower_west_manhattan,NW
59,2023-02-24 03:00:00,lower_west_manhattan,NW
65,2023-02-24 04:00:00,lower_west_manhattan,NW
232,2023-02-24 05:00:00,lower_west_manhattan,NW
647,2023-02-24 06:00:00,lower_west_manhattan,NW
1063,2023-02-24 07:00:00,lower_west_manhattan,NW
1585,2023-02-24 08:00:00,lower_west_manhattan,NW
1384,2023-02-24 09:00:00,lower_west_manhattan,NW
1082,2023-02-24 10:00:00,lower_west_manhattan,NW
1064,2023-02-24 11:00:00,lower_west_manhattan,NW
1207,2023-02-24 12:00:00,lower_west_manhattan,NW
1298,2023-02-24 13:00:00,lower_west_manhattan,NW
1346,2023-02-24 14:00:00,lower_west_manhattan,NW
1452,2023-02-24 15:00:00,lower_west_manhattan,NW
1581,2023-02-24 16:00:00,lower_west_manhattan,NW
2023,2023-02-24 17:00:00,lower_west_manhattan,NW
1692,2023-02-24 18:00:00,lower_west_manhattan,NW
1232,2023-02-24 19:00:00,lower_west_manhattan,NW
797,2023-02-24 20:00:00,lower_west_manhattan,NW
565,2023-02-24 21:00:00,lower_west_manhattan,NW
447,2023-02-24 22:00:00,lower_west_manhattan,NW
375,2023-02-24 23:00:00,lower_west_manhattan,NW
276,2023-02-25 00:00:00,lower_west_manhattan,NW
211,2023-02-25 01:00:00,lower_west_manhattan,NW
161,2023-02-25 02:00:00,lower_west_manhattan,NW
91,2023-02-25 03:00:00,lower_west_manhattan,NW
55,2023-02-25 04:00:00,lower_west_manhattan,NW
49,2023-02-25 05:00:00,lower_west_manhattan,NW
150,2023-02-25 06:00:00,lower_west_manhattan,NW
236,2023-02-25 07:00:00,lower_west_manhattan,NW
444,2023-02-25 08:00:00,lower_west_manhattan,NW
759,2023-02-25 09:00:00,lower_west_manhattan,NW
895,2023-02-25 10:00:00,lower_west_manhattan,NW
1079,2023-02-25 11:00:00,lower_west_manhattan,NW
1138,2023-02-25 12:00:00,lower_west_manhattan,NW
1239,2023-02-25 13:00:00,lower_west_manhattan,NW
1191,2023-02-25 14:00:00,lower_west_manhattan,NW
1259,2023-02-25 15:00:00,lower_west_manhattan,NW
1218,2023-02-25 16:00:00,lower_west_manhattan,NW
1177,2023-02-25 17:00:00,lower_west_manhattan,NW
1082,2023-02-25 18:00:00,lower_west_manhattan,NW
883,2023-02-25 19:00:00,lower_west_manhattan,NW
643,2023-02-25 20:00:00,lower_west_manhattan,NW
493,2023-02-25 21:00:00,lower_west_manhattan,NW
512,2023-02-25 22:00:00,lower_west_manhattan,NW
424,2023-02-25 23:00:00,lower_west_manhattan,NW
360,2023-02-26 00:00:00,lower_west_manhattan,NW
287,2023-02-26 01:00:00,lower_west_manhattan,NW
185,2023-02-26 02:00:00,lower_west_manhattan,NW
130,2023-02-26 03:00:00,lower_west_manhattan,NW
78,2023-02-26 04:00:00,lower_west_manhattan,NW
41,2023-02-26 05:00:00,lower_west_manhattan,NW
123,2023-02-26 06:00:00,lower_west_manhattan,NW
217,2023-02-26 07:00:00,lower_west_manhattan,NW
404,2023-02-26 08:00:00,lower_west_manhattan,NW
666,2023-02-26 09:00:00,lower_west_manhattan,NW
859,2023-02-26 10:00:00,lower_west_manhattan,NW
1199,2023-02-26 11:00:00,lower_west_manhattan,NW
1307,2023-02-26 12:00:00,lower_west_manhattan,NW
1578,2023-02-26 13:00:00,lower_west_manhattan,NW
1663,2023-02-26 14:00:00,lower_west_manhattan,NW
1777,2023-02-26 15:00:00,lower_west_manhattan,NW
1784,2023-02-26 16:00:00,lower_west_manhattan,NW
1690,2023-02-26 17:00:00,lower_west_manhattan,NW
1360,2023-02-26 18:00:00,lower_west_manhattan,NW
1043,2023-02-26 19:00:00,lower_west_manhattan,NW
809,2023-02-26 20:00:00,lower_west_manhattan,NW
611,2023-02-26 21:00:00,lower_west_manhattan,NW
456,2023-02-26 22:00:00,lower_west_manhattan,NW
277,2023-02-26 23:00:00,lower_west_manhattan,NW
140,2023-02-27 00:00:00,lower_west_manhattan,NW
83,2023-02-27 01:00:00,lower_west_manhattan,NW
44,2023-02-27 02:00:00,lower_west_manhattan,NW
50,2023-02-27 03:00:00,lower_west_manhattan,NW
49,2023-02-27 04:00:00,lower_west_manhattan,NW
265,2023-02-27 05:00:00,lower_west_manhattan,NW
674,2023-02-27 06:00:00,lower_west_manhattan,NW
1266,2023-02-27 07:00:00,lower_west_manhattan,NW
2004,2023-02-27 08:00:00,lower_west_manhattan,NW
1396,2023-02-27 09:00:00,lower_west_manhattan,NW
989,2023-02-27 10:00:00,lower_west_manhattan,NW
968,2023-02-27 11:00:00,lower_west_manhattan,NW
1165,2023-02-27 12:00:00,lower_west_manhattan,NW
1278,2023-02-27 13:00:00,lower_west_manhattan,NW
1326,2023-02-27 14:00:00,lower_west_manhattan,NW
1371,2023-02-27 15:00:00,lower_west_manhattan,NW
1591,2023-02-27 16:00:00,lower_west_manhattan,NW
2307,2023-02-27 17:00:00,lower_west_manhattan,NW
1897,2023-02-27 18:00:00,lower_west_manhattan,NW
1077,2023-02-27 19:00:00,lower_west_manhattan,NW
481,2023-02-27 20:00:00,lower_west_manhattan,NW
234,2023-02-27 21:00:00,lower_west_manhattan,NW
171,2023-02-27 22:00:00,lower_west_manhattan,NW
94,2023-02-27 23:00:00,lower_west_manhattan,NW
29,2023-02-28 00:00:00,lower_west_manhattan,NW
25,2023-02-28 01:00:00,lower_west_manhattan,NW
15,2023-02-28 02:00:00,lower_west_manhattan,NW
14,2023-02-28 03:00:00,lower_west_manhattan,NW
20,2023-02-28 04:00:00,lower_west_manhattan,NW
125,2023-02-28 05:00:00,lower_west_manhattan,NW
380,2023-02-28 06:00:00,lower_west_manhattan,NW
642,2023-02-28 07:00:00,lower_west_manhattan,NW
933,2023-02-28 08:00:00,lower_west_manhattan,NW
790,2023-02-28 09:00:00,lower_west_manhattan,NW
510,2023-02-28 10:00:00,lower_west_manhattan,NW
506,2023-02-28 11:00:00,lower_west_manhattan,NW
556,2023-02-28 12:00:00,lower_west_manhattan,NW
597,2023-02-28 13:00:00,lower_west_manhattan,NW
689,2023-02-28 14:00:00,lower_west_manhattan,NW
914,2023-02-28 15:00:00,lower_west_manhattan,NW
1206,2023-02-28 16:00:00,lower_west_manhattan,NW
1862,2023-02-28 17:00:00,lower_west_manhattan,NW
1831,2023-02-28 18:00:00,lower_west_manhattan,NW
1347,2023-02-28 19:00:00,lower_west_manhattan,NW
921,2023-02-28 20:00:00,lower_west_manhattan,NW
773,2023-02-28 21:00:00,lower_west_manhattan,NW
597,2023-02-28 22:00:00,lower_west_manhattan,NW
332,2023-02-28 23:00:00,lower_west_manhattan,NW
186,2023-03-01 00:00:00,lower_west_manhattan,NW
87,2023-03-01 01:00:00,lower_west_manhattan,NW
56,2023-03-01 02:00:00,lower_west_manhattan,NW
39,2023-03-01 03:00:00,lower_west_manhattan,NW
49,2023-03-01 04:00:00,lower_west_manhattan,NW
246,2023-03-01 05:00:00,lower_west_manhattan,NW
714,2023-03-01 06:00:00,lower_west_manhattan,NW
1426,2023-03-01 07:00:00,lower_west_manhattan,NW
2275,2023-03-01 08:00:00,lower_west_manhattan,NW
1819,2023-03-01 09:00:00,lower_west_manhattan,NW
1147,2023-03-01 10:00:00,lower_west_manhattan,NW
1162,2023-03-01 11:00:00,lower_west_manhattan,NW
1263,2023-03-01 12:00:00,lower_west_manhattan,NW
1305,2023-03-01 13:00:00,lower_west_manhattan,NW
1391,2023-03-01 14:00:00,lower_west_manhattan,NW
1629,2023-03-01 15:00:00,lower_west_manhattan,NW
1841,2023-03-01 16:00:00,lower_west_manhattan,NW
2746,2023-03-01 17:00:00,lower_west_manhattan,NW
