dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,dt_iso_parsed,hour,bike_usage,region,subzone,hour_of_datetime,day_of_week,month,hour_sin,hour_cos
1672531200,2023-01-01 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.32,2414.0,8.4,7.64,8.86,11.2,1011,,,94,3.1,190,0.0,0.25,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-01 00:00:00,2023-01-01 00:00:00,120.0,lower_west_manhattan,SW,0,6,1,0.0,1.0
1672534800,2023-01-01 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.14,2816.0,8.38,7.74,8.53,10.53,1010,,,95,2.6,160,0.0,0.81,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-01 01:00:00,2023-01-01 01:00:00,237.0,lower_west_manhattan,SW,1,6,1,0.25881904510252074,0.9659258262890683
1672538400,2023-01-01 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.03,10000.0,9.42,9.6,8.86,11.76,1009,,,96,1.0,180,0.0,1.27,0.0,0.0,0.0,100,501,Rain,moderate rain,10n,2023-01-01 02:00:00,2023-01-01 02:00:00,176.0,lower_west_manhattan,SW,2,6,1,0.49999999999999994,0.8660254037844387
1672542000,2023-01-01 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.32,6437.0,10.07,10.91,9.42,12.44,1009,,,92,3.1,270,0.0,2.07,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-01-01 03:00:00,2023-01-01 03:00:00,111.0,lower_west_manhattan,SW,3,6,1,0.7071067811865475,0.7071067811865476
1672545600,2023-01-01 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.32,10000.0,9.74,10.86,10.54,12.44,1008,,,90,4.47,360,9.83,0.64,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-01 04:00:00,2023-01-01 04:00:00,57.0,lower_west_manhattan,SW,4,6,1,0.8660254037844386,0.5000000000000001
1672549200,2023-01-01 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.91,10000.0,9.5,10.43,10.53,12.44,1008,,,91,4.02,360,5.81,0.3,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-01 05:00:00,2023-01-01 05:00:00,21.0,lower_west_manhattan,SW,5,6,1,0.9659258262890683,0.25881904510252074
1672552800,2023-01-01 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.18,9656.0,9.93,10.76,10.54,12.19,1007,,,92,6.71,360,10.73,0.25,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-01-01 06:00:00,2023-01-01 06:00:00,27.0,lower_west_manhattan,SW,6,6,1,1.0,6.123233995736766e-17
1672556400,2023-01-01 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.82,10000.0,9.25,10.31,10.33,12.31,1007,,,90,7.2,270,0.0,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds,02n,2023-01-01 07:00:00,2023-01-01 07:00:00,47.0,lower_west_manhattan,SW,7,6,1,0.9659258262890683,-0.25881904510252063
1672560000,2023-01-01 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.58,10000.0,9.17,10.07,9.98,11.43,1008,,,91,5.81,360,8.49,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-01 08:00:00,2023-01-01 08:00:00,95.0,lower_west_manhattan,SW,8,6,1,0.8660254037844387,-0.4999999999999998
1672563600,2023-01-01 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.33,10000.0,8.93,9.79,9.42,11.94,1008,,,91,5.1,270,0.0,0.25,0.0,0.0,0.0,0,500,Rain,light rain,10n,2023-01-01 09:00:00,2023-01-01 09:00:00,185.0,lower_west_manhattan,SW,9,6,1,0.7071067811865476,-0.7071067811865475
1672567200,2023-01-01 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.0,10000.0,8.44,7.46,8.87,11.34,1009,,,90,5.36,360,9.39,0.25,0.0,0.0,0.0,0,500,Rain,light rain,10n,2023-01-01 10:00:00,2023-01-01 10:00:00,251.0,lower_west_manhattan,SW,10,6,1,0.49999999999999994,-0.8660254037844387
1672570800,2023-01-01 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.82,10000.0,7.93,6.65,8.87,11.19,1010,,,88,7.2,260,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-01 11:00:00,2023-01-01 11:00:00,364.0,lower_west_manhattan,SW,11,6,1,0.258819045102521,-0.9659258262890682
1672574400,2023-01-01 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.13,10000.0,7.41,6.89,8.31,10.84,1011,,,89,4.1,280,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-01 12:00:00,2023-01-01 12:00:00,494.0,lower_west_manhattan,SW,12,6,1,1.2246467991473532e-16,-1.0
1672578000,2023-01-01 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,8.89,10000.0,6.85,5.45,7.75,10.24,1011,,,87,7.2,260,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 13:00:00,2023-01-01 13:00:00,585.0,lower_west_manhattan,SW,13,6,1,-0.2588190451025208,-0.9659258262890683
1672581600,2023-01-01 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.6,10000.0,6.86,6.51,8.97,10.59,1013,,,83,6.7,300,9.8,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 14:00:00,2023-01-01 14:00:00,686.0,lower_west_manhattan,SW,14,6,1,-0.4999999999999997,-0.8660254037844388
1672585200,2023-01-01 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.91,10000.0,6.46,9.99,10.54,11.64,1014,,,74,6.2,280,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 15:00:00,2023-01-01 15:00:00,704.0,lower_west_manhattan,SW,15,6,1,-0.7071067811865471,-0.7071067811865479
1672588800,2023-01-01 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.62,10000.0,4.59,10.46,10.59,12.19,1014,,,62,8.2,300,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 16:00:00,2023-01-01 16:00:00,654.0,lower_west_manhattan,SW,16,6,1,-0.8660254037844384,-0.5000000000000004
1672592400,2023-01-01 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.42,10000.0,4.41,10.24,10.59,12.19,1014,,,62,6.7,300,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 17:00:00,2023-01-01 17:00:00,446.0,lower_west_manhattan,SW,17,6,1,-0.9659258262890683,-0.25881904510252063
1672596000,2023-01-01 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.03,10000.0,3.53,10.75,11.09,12.75,1014,,,56,8.2,310,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 18:00:00,2023-01-01 18:00:00,372.0,lower_west_manhattan,SW,18,6,1,-1.0,-1.8369701987210297e-16
1672599600,2023-01-01 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.49,10000.0,2.64,11.13,11.69,13.3,1014,,,51,6.2,310,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 19:00:00,2023-01-01 19:00:00,287.0,lower_west_manhattan,SW,19,6,1,-0.9659258262890684,0.2588190451025203
1672603200,2023-01-01 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.84,10000.0,2.68,11.49,11.69,13.31,1014,,,50,5.7,310,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 20:00:00,2023-01-01 20:00:00,200.0,lower_west_manhattan,SW,20,6,1,-0.8660254037844386,0.5000000000000001
1672606800,2023-01-01 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.23,10000.0,1.55,10.76,11.19,12.93,1014,,,48,3.6,310,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-01 21:00:00,2023-01-01 21:00:00,204.0,lower_west_manhattan,SW,21,6,1,-0.7071067811865477,0.7071067811865474
1672610400,2023-01-01 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.11,10000.0,1.9,9.66,10.54,12.19,1014,,,53,3.6,340,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-01 22:00:00,2023-01-01 22:00:00,138.0,lower_west_manhattan,SW,22,6,1,-0.5000000000000004,0.8660254037844384
1672614000,2023-01-01 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.93,10000.0,1.32,9.57,9.13,11.2,1015,,,55,1.5,20,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-01 23:00:00,2023-01-01 23:00:00,106.0,lower_west_manhattan,SW,23,6,1,-0.25881904510252157,0.9659258262890681
1672617600,2023-01-02 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.93,10000.0,1.57,8.92,8.87,10.33,1016,,,56,2.24,360,4.02,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-02 00:00:00,2023-01-02 00:00:00,86.0,lower_west_manhattan,SW,0,0,1,0.0,1.0
1672621200,2023-01-02 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.45,10000.0,1.61,7.32,8.13,11.19,1017,,,58,4.02,360,7.15,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-01-02 01:00:00,2023-01-02 01:00:00,30.0,lower_west_manhattan,SW,1,0,1,0.25881904510252074,0.9659258262890683
1672624800,2023-01-02 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.13,10000.0,1.55,6.72,7.21,10.84,1017,,,59,4.47,360,6.71,0.0,0.0,0.0,0.0,48,802,Clouds,scattered clouds,03n,2023-01-02 02:00:00,2023-01-02 02:00:00,31.0,lower_west_manhattan,SW,2,0,1,0.49999999999999994,0.8660254037844387
1672628400,2023-01-02 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.04,10000.0,2.6,6.61,7.75,10.59,1017,,,64,4.47,360,8.05,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds,03n,2023-01-02 03:00:00,2023-01-02 03:00:00,21.0,lower_west_manhattan,SW,3,0,1,0.7071067811865475,0.7071067811865476
1672632000,2023-01-02 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.42,10000.0,2.74,7.74,8.25,10.84,1017,,,63,3.13,360,7.15,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-02 04:00:00,2023-01-02 04:00:00,11.0,lower_west_manhattan,SW,4,0,1,0.8660254037844386,0.5000000000000001
1672635600,2023-01-02 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,8.32,10000.0,1.92,5.93,7.33,10.24,1017,,,64,4.02,360,7.15,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04n,2023-01-02 05:00:00,2023-01-02 05:00:00,24.0,lower_west_manhattan,SW,5,0,1,0.9659258262890683,0.25881904510252074
1672639200,2023-01-02 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.16,10000.0,2.71,6.57,7.77,10.24,1017,,,64,4.92,360,7.15,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04n,2023-01-02 06:00:00,2023-01-02 06:00:00,60.0,lower_west_manhattan,SW,6,0,1,1.0,6.123233995736766e-17
1672642800,2023-01-02 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.91,10000.0,2.58,5.66,6.64,10.59,1017,,,69,3.58,360,6.71,0.0,0.0,0.0,0.0,77,803,Clouds,broken clouds,04n,2023-01-02 07:00:00,2023-01-02 07:00:00,114.0,lower_west_manhattan,SW,7,0,1,0.9659258262890683,-0.25881904510252063
1672646400,2023-01-02 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.45,10000.0,3.31,6.13,6.64,9.99,1018,,,75,2.1,280,0.0,0.0,0.0,0.0,0.0,9,800,Clear,sky is clear,01n,2023-01-02 08:00:00,2023-01-02 08:00:00,205.0,lower_west_manhattan,SW,8,0,1,0.8660254037844387,-0.4999999999999998
1672650000,2023-01-02 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.48,10000.0,2.77,4.9,6.08,9.52,1018,,,72,4.02,360,7.15,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds,03n,2023-01-02 09:00:00,2023-01-02 09:00:00,306.0,lower_west_manhattan,SW,9,0,1,0.7071067811865476,-0.7071067811865475
1672653600,2023-01-02 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.35,10000.0,2.84,4.97,6.08,9.99,1018,,,73,3.58,360,6.71,0.0,0.0,0.0,0.0,59,803,Clouds,broken clouds,04n,2023-01-02 10:00:00,2023-01-02 10:00:00,373.0,lower_west_manhattan,SW,10,0,1,0.49999999999999994,-0.8660254037844387
1672657200,2023-01-02 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.02,10000.0,2.71,4.33,5.53,8.97,1019,,,74,4.02,360,6.26,0.0,0.0,0.0,0.0,93,804,Clouds,overcast clouds,04n,2023-01-02 11:00:00,2023-01-02 11:00:00,483.0,lower_west_manhattan,SW,11,0,1,0.258819045102521,-0.9659258262890682
1672660800,2023-01-02 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.78,10000.0,3.44,5.26,6.08,8.86,1020,,,74,4.02,360,6.71,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-02 12:00:00,2023-01-02 12:00:00,579.0,lower_west_manhattan,SW,12,0,1,1.2246467991473532e-16,-1.0
1672664400,2023-01-02 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.91,10000.0,3.18,5.94,6.66,9.64,1020,,,72,3.1,280,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 13:00:00,2023-01-02 13:00:00,689.0,lower_west_manhattan,SW,13,0,1,-0.2588190451025208,-0.9659258262890683
1672668000,2023-01-02 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.82,1200.0,3.48,5.31,6.19,9.56,1021,,,74,4.02,360,6.71,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 14:00:00,2023-01-02 14:00:00,746.0,lower_west_manhattan,SW,14,0,1,-0.4999999999999997,-0.8660254037844388
1672671600,2023-01-02 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.08,10000.0,4.11,6.86,8.31,10.24,1021,,,71,4.02,360,5.81,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 15:00:00,2023-01-02 15:00:00,807.0,lower_west_manhattan,SW,15,0,1,-0.7071067811865471,-0.7071067811865479
1672675200,2023-01-02 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.08,10000.0,4.66,8.95,8.86,11.2,1020,,,69,2.6,310,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 16:00:00,2023-01-02 16:00:00,755.0,lower_west_manhattan,SW,16,0,1,-0.8660254037844384,-0.5000000000000004
1672678800,2023-01-02 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.84,10000.0,5.48,10.78,11.08,12.75,1020,,,65,1.54,0,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 17:00:00,2023-01-02 17:00:00,617.0,lower_west_manhattan,SW,17,0,1,-0.9659258262890683,-0.25881904510252063
1672682400,2023-01-02 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.76,10000.0,5.67,11.71,11.64,13.86,1019,,,62,3.1,0,0.0,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 18:00:00,2023-01-02 18:00:00,512.0,lower_west_manhattan,SW,18,0,1,-1.0,-1.8369701987210297e-16
1672686000,2023-01-02 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.9,10000.0,5.8,11.86,11.53,13.86,1019,,,62,3.1,180,0.0,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds,02d,2023-01-02 19:00:00,2023-01-02 19:00:00,413.0,lower_west_manhattan,SW,19,0,1,-0.9659258262890684,0.2588190451025203
1672689600,2023-01-02 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.82,10000.0,5.73,11.78,11.19,13.86,1019,,,62,4.92,360,6.71,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-01-02 20:00:00,2023-01-02 20:00:00,270.0,lower_west_manhattan,SW,20,0,1,-0.8660254037844386,0.5000000000000001
1672693200,2023-01-02 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.39,10000.0,6.22,11.41,11.08,13.54,1020,,,66,3.1,190,0.0,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds,03d,2023-01-02 21:00:00,2023-01-02 21:00:00,119.0,lower_west_manhattan,SW,21,0,1,-0.7071067811865477,0.7071067811865474
1672696800,2023-01-02 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.51,10000.0,6.56,11.57,10.54,13.3,1020,,,67,3.1,240,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-02 22:00:00,2023-01-02 22:00:00,88.0,lower_west_manhattan,SW,22,0,1,-0.5000000000000004,0.8660254037844384
1672700400,2023-01-02 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.17,10000.0,6.66,11.24,10.63,13.3,1020,,,69,4.47,360,6.71,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-02 23:00:00,2023-01-02 23:00:00,81.0,lower_west_manhattan,SW,23,0,1,-0.25881904510252157,0.9659258262890681
1672704000,2023-01-03 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.98,10000.0,6.69,11.06,11.1,13.19,1020,,,70,3.6,210,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 00:00:00,2023-01-03 00:00:00,71.0,lower_west_manhattan,SW,0,1,1,0.0,1.0
1672707600,2023-01-03 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.84,10000.0,7.16,10.99,10.54,13.19,1021,,,73,4.1,210,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 01:00:00,2023-01-03 01:00:00,32.0,lower_west_manhattan,SW,1,1,1,0.25881904510252074,0.9659258262890683
1672711200,2023-01-03 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.98,10000.0,7.5,11.17,10.47,12.87,1021,,,74,3.6,220,0.0,0.0,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 02:00:00,2023-01-03 02:00:00,25.0,lower_west_manhattan,SW,2,1,1,0.49999999999999994,0.8660254037844387
1672714800,2023-01-03 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.98,10000.0,8.21,10.3,9.97,12.31,1021,,,83,3.58,360,5.36,0.34,0.28,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 03:00:00,2023-01-03 03:00:00,20.0,lower_west_manhattan,SW,3,1,1,0.7071067811865475,0.7071067811865476
1672718400,2023-01-03 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.8,10000.0,8.03,10.1,9.42,11.79,1021,,,83,2.1,180,0.0,0.24,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 04:00:00,2023-01-03 04:00:00,11.0,lower_west_manhattan,SW,4,1,1,0.8660254037844386,0.5000000000000001
1672722000,2023-01-03 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.9,10000.0,8.13,10.21,9.91,11.76,1020,,,83,2.1,170,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 05:00:00,2023-01-03 05:00:00,54.0,lower_west_manhattan,SW,5,1,1,0.9659258262890683,0.25881904510252074
1672725600,2023-01-03 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.2,10000.0,8.06,10.49,9.99,12.19,1020,,,81,2.1,180,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 06:00:00,2023-01-03 06:00:00,159.0,lower_west_manhattan,SW,6,1,1,1.0,6.123233995736766e-17
1672729200,2023-01-03 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.22,10000.0,6.13,7.24,8.25,11.19,1020,,,81,3.6,170,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 07:00:00,2023-01-03 07:00:00,376.0,lower_west_manhattan,SW,7,1,1,0.9659258262890683,-0.25881904510252063
1672732800,2023-01-03 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,8.93,10000.0,6.2,7.17,7.76,10.84,1020,,,83,3.1,180,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 08:00:00,2023-01-03 08:00:00,641.0,lower_west_manhattan,SW,8,1,1,0.8660254037844387,-0.4999999999999998
1672736400,2023-01-03 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.2,10000.0,6.98,7.49,7.76,10.53,1020,,,86,3.1,150,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 09:00:00,2023-01-03 09:00:00,436.0,lower_west_manhattan,SW,9,1,1,0.7071067811865476,-0.7071067811865475
1672740000,2023-01-03 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.66,10000.0,7.26,7.78,8.25,10.53,1019,,,85,3.6,150,0.0,0.25,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 10:00:00,2023-01-03 10:00:00,171.0,lower_west_manhattan,SW,10,1,1,0.49999999999999994,-0.8660254037844387
1672743600,2023-01-03 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.68,10000.0,7.28,7.56,8.25,10.68,1019,,,85,4.1,180,0.0,0.25,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 11:00:00,2023-01-03 11:00:00,79.0,lower_west_manhattan,SW,11,1,1,0.258819045102521,-0.9659258262890682
1672747200,2023-01-03 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.01,4828.0,7.3,7.25,7.76,10.12,1018,,,89,3.13,123,3.58,0.42,0.0,0.0,0.0,100,500,Rain,light rain,10n,2023-01-03 12:00:00,2023-01-03 12:00:00,114.0,lower_west_manhattan,SW,12,1,1,1.2246467991473532e-16,-1.0
1672750800,2023-01-03 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,8.51,4023.0,6.8,6.38,7.76,10.12,1017,,,89,3.6,180,0.0,0.23,0.0,0.0,0.0,100,701,Mist,mist,50d,2023-01-03 13:00:00,2023-01-03 13:00:00,146.0,lower_west_manhattan,SW,13,1,1,-0.2588190451025208,-0.9659258262890683
1672754400,2023-01-03 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.32,4828.0,7.6,6.9,8.31,10.12,1016,,,89,4.6,160,0.0,0.0,0.0,0.0,0.0,100,701,Mist,mist,50d,2023-01-03 14:00:00,2023-01-03 14:00:00,277.0,lower_west_manhattan,SW,14,1,1,-0.4999999999999997,-0.8660254037844388
1672758000,2023-01-03 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.31,4828.0,7.26,7.62,8.29,10.68,1016,,,87,3.1,50,0.0,0.0,0.28,0.0,0.0,100,500,Rain,light rain,10d,2023-01-03 15:00:00,2023-01-03 15:00:00,430.0,lower_west_manhattan,SW,15,1,1,-0.7071067811865471,-0.7071067811865479
1672761600,2023-01-03 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,8.79,1207.0,7.08,8.79,8.33,10.12,1016,,,89,0.89,321,2.68,3.52,0.0,0.0,0.0,100,502,Rain,heavy intensity rain,10d,2023-01-03 16:00:00,2023-01-03 16:00:00,616.0,lower_west_manhattan,SW,16,1,1,-0.8660254037844384,-0.5000000000000004
1672765200,2023-01-03 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.57,805.0,8.18,8.61,8.86,10.68,1014,,,91,2.1,50,0.0,3.97,0.0,0.0,0.0,100,501,Rain,moderate rain,10d,2023-01-03 17:00:00,2023-01-03 17:00:00,885.0,lower_west_manhattan,SW,17,1,1,-0.9659258262890683,-0.25881904510252063
1672768800,2023-01-03 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,9.97,2414.0,8.41,8.67,8.73,11.08,1013,,,90,2.68,265,4.92,1.19,0.0,0.0,0.0,100,501,Rain,moderate rain,10d,2023-01-03 18:00:00,2023-01-03 18:00:00,741.0,lower_west_manhattan,SW,18,1,1,-1.0,-1.8369701987210297e-16
1672772400,2023-01-03 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,10.48,4828.0,8.91,9.93,9.43,11.76,1012,,,90,4.02,360,7.6,0.24,0.0,0.0,0.0,100,500,Rain,light rain,10d,2023-01-03 19:00:00,2023-01-03 19:00:00,520.0,lower_west_manhattan,SW,19,1,1,-0.9659258262890684,0.2588190451025203
1672776000,2023-01-03 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.27,8047.0,9.69,10.8,9.98,12.19,1011,,,90,5.81,360,9.83,0.25,0.0,0.0,0.0,100,701,Mist,mist,50d,2023-01-03 20:00:00,2023-01-03 20:00:00,311.0,lower_west_manhattan,SW,20,1,1,-0.8660254037844386,0.5000000000000001
1672779600,2023-01-03 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.66,8000.0,9.91,11.21,10.53,12.69,1010,,,89,3.6,170,0.0,0.0,0.0,0.0,0.0,100,701,Mist,mist,50d,2023-01-03 21:00:00,2023-01-03 21:00:00,225.0,lower_west_manhattan,SW,21,1,1,-0.7071067811865477,0.7071067811865474
1672783200,2023-01-03 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.15,9656.0,10.73,11.8,10.55,13.19,1010,,,91,3.6,220,,0.0,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-01-03 22:00:00,2023-01-03 22:00:00,150.0,lower_west_manhattan,SW,22,1,1,-0.5000000000000004,0.8660254037844384
1672786800,2023-01-03 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.88,10000.0,10.29,11.47,10.55,12.75,1010,,,90,1.5,160,0.0,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-01-03 23:00:00,2023-01-03 23:00:00,99.0,lower_west_manhattan,SW,23,1,1,-0.25881904510252157,0.9659258262890681
1672790400,2023-01-04 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,12.0,8047.0,10.58,11.63,10.55,13.19,1010,,,91,2.1,110,0.0,0.0,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-01-04 00:00:00,2023-01-04 00:00:00,78.0,lower_west_manhattan,SW,0,2,1,0.0,1.0
1672794000,2023-01-04 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,11.6,8047.0,9.68,11.11,9.97,13.19,1010,,,88,3.13,360,6.71,0.0,0.0,0.0,0.0,20,701,Mist,mist,50n,2023-01-04 01:00:00,2023-01-04 01:00:00,39.0,lower_west_manhattan,SW,1,2,1,0.25881904510252074,0.9659258262890683
