dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,dt_iso_parsed,hour,bike_usage,region,subzone,hour_of_datetime,day_of_week,month,hour_sin,hour_cos
1680418800,2023-04-02 07:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.33,10000.0,0.51,5.36,8.8,10.12,1002,,,54,9.83,329,15.2,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-02 07:00:00,2023-04-02 07:00:00,111.0,lower_west_manhattan,SW,7,6,4,0.9659258262890683,-0.25881904510252063
1680422400,2023-04-02 08:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,8.11,10000.0,-0.11,3.85,7.14,8.87,1003,,,56,9.39,313,10.28,0.0,0.0,0.0,0.0,40,802,Clouds,scattered clouds,03n,2023-04-02 08:00:00,2023-04-02 08:00:00,179.0,lower_west_manhattan,SW,8,6,4,0.8660254037844387,-0.4999999999999998
1680426000,2023-04-02 09:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,6.89,10000.0,-0.7,2.88,6.03,7.76,1005,,,58,7.2,300,11.83,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04n,2023-04-02 09:00:00,2023-04-02 09:00:00,311.0,lower_west_manhattan,SW,9,6,4,0.7071067811865476,-0.7071067811865475
1680429600,2023-04-02 10:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,6.57,10000.0,-1.17,3.14,5.47,7.2,1007,,,57,5.36,329,8.94,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04n,2023-04-02 10:00:00,2023-04-02 10:00:00,407.0,lower_west_manhattan,SW,10,6,4,0.49999999999999994,-0.8660254037844387
1680433200,2023-04-02 11:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.48,10000.0,-1.67,0.27,4.91,6.09,1009,,,59,9.83,4,14.75,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04d,2023-04-02 11:00:00,2023-04-02 11:00:00,557.0,lower_west_manhattan,SW,11,6,4,0.258819045102521,-0.9659258262890682
1680436800,2023-04-02 12:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.3,10000.0,-2.02,0.83,4.19,6.08,1010,,,58,7.2,310,14.4,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds,02d,2023-04-02 12:00:00,2023-04-02 12:00:00,728.0,lower_west_manhattan,SW,12,6,4,1.2246467991473532e-16,-1.0
1680440400,2023-04-02 13:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.14,10000.0,-3.01,0.81,4.19,6.23,1012,,,54,6.69,300,12.35,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 13:00:00,2023-04-02 13:00:00,784.0,lower_west_manhattan,SW,13,6,4,-0.2588190451025208,-0.9659258262890683
1680444000,2023-04-02 14:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,6.16,10000.0,-4.06,2.82,4.97,6.97,1012,,,46,4.92,302,11.18,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 14:00:00,2023-04-02 14:00:00,813.0,lower_west_manhattan,SW,14,6,4,-0.4999999999999997,-0.8660254037844388
1680447600,2023-04-02 15:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,7.24,10000.0,-6.06,3.87,6.08,8.31,1013,,,36,5.66,310,11.32,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 15:00:00,2023-04-02 15:00:00,835.0,lower_west_manhattan,SW,15,6,4,-0.7071067811865471,-0.7071067811865479
1680451200,2023-04-02 16:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,8.35,10000.0,-5.85,5.47,6.64,9.41,1014,,,34,5.14,300,9.77,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 16:00:00,2023-04-02 16:00:00,794.0,lower_west_manhattan,SW,16,6,4,-0.8660254037844384,-0.5000000000000004
1680454800,2023-04-02 17:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.56,10000.0,-7.56,6.75,7.77,9.97,1015,,,27,5.81,323,8.05,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 17:00:00,2023-04-02 17:00:00,778.0,lower_west_manhattan,SW,17,6,4,-0.9659258262890683,-0.25881904510252063
1680458400,2023-04-02 18:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.14,10000.0,-8.0,7.86,8.3,10.97,1015,,,25,4.12,250,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 18:00:00,2023-04-02 18:00:00,727.0,lower_west_manhattan,SW,18,6,4,-1.0,-1.8369701987210297e-16
1680462000,2023-04-02 19:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.64,10000.0,-9.08,8.33,8.86,11.97,1015,,,22,4.63,250,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 19:00:00,2023-04-02 19:00:00,477.0,lower_west_manhattan,SW,19,6,4,-0.9659258262890684,0.2588190451025203
1680465600,2023-04-02 20:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.19,10000.0,-9.74,8.89,9.97,11.97,1015,,,20,3.6,280,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 20:00:00,2023-04-02 20:00:00,325.0,lower_west_manhattan,SW,20,6,4,-0.8660254037844386,0.5000000000000001
1680469200,2023-04-02 21:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.34,10000.0,-9.08,9.08,9.97,12.25,1015,,,21,3.13,285,8.05,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 21:00:00,2023-04-02 21:00:00,233.0,lower_west_manhattan,SW,21,6,4,-0.7071067811865477,0.7071067811865474
1680472800,2023-04-02 22:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.98,10000.0,-8.31,8.73,9.97,11.97,1016,,,23,4.92,310,7.6,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 22:00:00,2023-04-02 22:00:00,150.0,lower_west_manhattan,SW,22,6,4,-0.5000000000000004,0.8660254037844384
1680476400,2023-04-02 23:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.83,10000.0,-9.19,8.23,8.8,10.54,1017,,,23,3.13,321,6.26,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-02 23:00:00,2023-04-02 23:00:00,80.0,lower_west_manhattan,SW,23,6,4,-0.25881904510252157,0.9659258262890681
1680480000,2023-04-03 00:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,8.93,10000.0,-8.93,7.43,7.69,9.56,1017,,,25,2.68,351,5.36,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 00:00:00,2023-04-03 00:00:00,49.0,lower_west_manhattan,SW,0,0,4,0.0,1.0
1680483600,2023-04-03 01:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,8.17,10000.0,-9.07,6.53,7.14,8.87,1019,,,26,2.68,323,8.94,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 01:00:00,2023-04-03 01:00:00,15.0,lower_west_manhattan,SW,1,0,4,0.25881904510252074,0.9659258262890683
1680487200,2023-04-03 02:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,7.66,10000.0,-8.62,5.07,6.58,8.31,1020,,,28,4.12,310,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 02:00:00,2023-04-03 02:00:00,15.0,lower_west_manhattan,SW,2,0,4,0.49999999999999994,0.8660254037844387
1680490800,2023-04-03 03:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,6.86,10000.0,-8.84,4.65,6.03,7.76,1020,,,29,3.13,318,6.71,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 03:00:00,2023-04-03 03:00:00,12.0,lower_west_manhattan,SW,3,0,4,0.7071067811865475,0.7071067811865476
1680494400,2023-04-03 04:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,6.34,10000.0,-8.49,4.43,4.91,7.2,1021,,,31,2.57,90,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 04:00:00,2023-04-03 04:00:00,13.0,lower_west_manhattan,SW,4,0,4,0.8660254037844386,0.5000000000000001
1680498000,2023-04-03 05:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.81,10000.0,-9.28,2.84,4.52,6.64,1021,,,30,4.02,83,4.47,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 05:00:00,2023-04-03 05:00:00,48.0,lower_west_manhattan,SW,5,0,4,0.9659258262890683,0.25881904510252074
1680501600,2023-04-03 06:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.54,10000.0,-9.12,2.46,4.97,6.08,1021,,,31,4.12,60,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 06:00:00,2023-04-03 06:00:00,184.0,lower_west_manhattan,SW,6,0,4,1.0,6.123233995736766e-17
1680505200,2023-04-03 07:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,4.97,10000.0,-9.21,4.13,3.8,5.53,1020,,,32,1.34,112,3.13,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 07:00:00,2023-04-03 07:00:00,470.0,lower_west_manhattan,SW,7,0,4,0.9659258262890683,-0.25881904510252063
1680508800,2023-04-03 08:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,4.87,10000.0,-8.6,1.36,3.25,5.53,1020,,,34,4.63,50,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 08:00:00,2023-04-03 08:00:00,823.0,lower_west_manhattan,SW,8,0,4,0.8660254037844387,-0.4999999999999998
1680512400,2023-04-03 09:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,4.54,10000.0,-8.54,1.22,3.25,4.97,1020,,,35,4.12,60,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 09:00:00,2023-04-03 09:00:00,534.0,lower_west_manhattan,SW,9,0,4,0.7071067811865476,-0.7071067811865475
1680516000,2023-04-03 10:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,4.18,10000.0,-8.19,1.45,3.25,4.41,1021,,,37,3.09,60,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-03 10:00:00,2023-04-03 10:00:00,403.0,lower_west_manhattan,SW,10,0,4,0.49999999999999994,-0.8660254037844387
1680519600,2023-04-03 11:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,4.33,10000.0,-5.81,1.63,3.31,4.97,1022,,,45,3.09,30,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 11:00:00,2023-04-03 11:00:00,423.0,lower_west_manhattan,SW,11,0,4,0.258819045102521,-0.9659258262890682
1680523200,2023-04-03 12:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,5.87,10000.0,-4.05,3.87,4.97,6.79,1023,,,47,2.57,50,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 12:00:00,2023-04-03 12:00:00,574.0,lower_west_manhattan,SW,12,0,4,1.2246467991473532e-16,-1.0
1680526800,2023-04-03 13:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,7.25,10000.0,-2.19,5.12,6.7,8.45,1022,,,50,3.13,120,4.92,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 13:00:00,2023-04-03 13:00:00,542.0,lower_west_manhattan,SW,13,0,4,-0.2588190451025208,-0.9659258262890683
1680530400,2023-04-03 14:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.11,10000.0,-0.43,6.85,7.75,9.97,1022,,,51,4.12,190,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 14:00:00,2023-04-03 14:00:00,643.0,lower_west_manhattan,SW,14,0,4,-0.4999999999999997,-0.8660254037844388
1680534000,2023-04-03 15:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.42,10000.0,0.73,8.85,8.86,11.65,1022,,,51,3.6,180,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 15:00:00,2023-04-03 15:00:00,789.0,lower_west_manhattan,SW,15,0,4,-0.7071067811865471,-0.7071067811865479
1680537600,2023-04-03 16:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.39,10000.0,1.35,9.89,9.91,12.19,1021,,,50,4.02,167,7.6,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 16:00:00,2023-04-03 16:00:00,944.0,lower_west_manhattan,SW,16,0,4,-0.8660254037844384,-0.5000000000000004
1680541200,2023-04-03 17:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.8,10000.0,2.8,10.45,10.53,12.9,1020,,,54,3.6,180,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 17:00:00,2023-04-03 17:00:00,1209.0,lower_west_manhattan,SW,17,0,4,-0.9659258262890683,-0.25881904510252063
1680544800,2023-04-03 18:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,13.07,10000.0,3.45,11.79,11.08,14.19,1019,,,52,5.14,180,8.75,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 18:00:00,2023-04-03 18:00:00,1157.0,lower_west_manhattan,SW,18,0,4,-1.0,-1.8369701987210297e-16
1680548400,2023-04-03 19:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,13.58,10000.0,3.37,12.3,11.65,14.47,1018,,,50,4.63,180,9.26,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 19:00:00,2023-04-03 19:00:00,722.0,lower_west_manhattan,SW,19,0,4,-0.9659258262890684,0.2588190451025203
1680552000,2023-04-03 20:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,13.6,10000.0,4.48,12.43,12.19,14.42,1016,,,54,5.66,190,8.75,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 20:00:00,2023-04-03 20:00:00,470.0,lower_west_manhattan,SW,20,0,4,-0.8660254037844386,0.5000000000000001
1680555600,2023-04-03 21:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.99,10000.0,5.17,11.89,11.2,13.87,1016,,,59,5.66,180,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 21:00:00,2023-04-03 21:00:00,322.0,lower_west_manhattan,SW,21,0,4,-0.7071067811865477,0.7071067811865474
1680559200,2023-04-03 22:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.83,10000.0,5.5,11.76,11.1,13.31,1016,,,61,6.17,200,17.49,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 22:00:00,2023-04-03 22:00:00,205.0,lower_west_manhattan,SW,22,0,4,-0.5000000000000004,0.8660254037844384
1680562800,2023-04-03 23:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.01,10000.0,4.96,10.89,10.54,12.75,1016,,,62,5.36,193,8.05,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-03 23:00:00,2023-04-03 23:00:00,171.0,lower_west_manhattan,SW,23,0,4,-0.25881904510252157,0.9659258262890681
1680566400,2023-04-04 00:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.12,10000.0,4.8,9.98,9.91,12.19,1016,,,65,3.13,360,8.05,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 00:00:00,2023-04-04 00:00:00,69.0,lower_west_manhattan,SW,0,1,4,0.0,1.0
1680570000,2023-04-04 01:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.0,10000.0,4.9,9.88,10.53,11.64,1016,,,66,7.15,360,10.73,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 01:00:00,2023-04-04 01:00:00,39.0,lower_west_manhattan,SW,1,1,4,0.25881904510252074,0.9659258262890683
1680573600,2023-04-04 02:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.79,10000.0,5.34,9.73,9.97,11.64,1016,,,69,4.02,360,9.39,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 02:00:00,2023-04-04 02:00:00,20.0,lower_west_manhattan,SW,2,1,4,0.49999999999999994,0.8660254037844387
1680577200,2023-04-04 03:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.7,10000.0,5.86,9.71,9.97,11.64,1016,,,72,4.47,360,7.6,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 03:00:00,2023-04-04 03:00:00,1.0,lower_west_manhattan,SW,3,1,4,0.7071067811865475,0.7071067811865476
1680580800,2023-04-04 04:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.81,10000.0,6.56,9.9,9.97,11.64,1016,,,75,4.02,360,10.28,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 04:00:00,2023-04-04 04:00:00,15.0,lower_west_manhattan,SW,4,1,4,0.8660254037844386,0.5000000000000001
1680584400,2023-04-04 05:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.67,10000.0,6.62,9.78,9.42,11.64,1016,,,76,4.02,360,8.05,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 05:00:00,2023-04-04 05:00:00,63.0,lower_west_manhattan,SW,5,1,4,0.9659258262890683,0.25881904510252074
1680588000,2023-04-04 06:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.13,10000.0,7.06,10.28,9.99,11.97,1016,,,76,4.92,360,7.15,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 06:00:00,2023-04-04 06:00:00,268.0,lower_west_manhattan,SW,6,1,4,1.0,6.123233995736766e-17
1680591600,2023-04-04 07:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.86,10000.0,6.99,10.01,8.87,11.64,1016,,,77,1.54,300,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 07:00:00,2023-04-04 07:00:00,565.0,lower_west_manhattan,SW,7,1,4,0.9659258262890683,-0.25881904510252063
1680595200,2023-04-04 08:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.39,10000.0,6.91,9.55,8.87,11.19,1016,,,79,3.6,40,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 08:00:00,2023-04-04 08:00:00,1006.0,lower_west_manhattan,SW,8,1,4,0.8660254037844387,-0.4999999999999998
1680598800,2023-04-04 09:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.75,10000.0,7.01,8.16,8.87,10.64,1016,,,83,3.09,50,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 09:00:00,2023-04-04 09:00:00,719.0,lower_west_manhattan,SW,9,1,4,0.7071067811865476,-0.7071067811865475
1680602400,2023-04-04 10:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.43,10000.0,6.87,7.5,8.31,9.97,1016,,,84,3.6,50,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-04 10:00:00,2023-04-04 10:00:00,582.0,lower_west_manhattan,SW,10,1,4,0.49999999999999994,-0.8660254037844387
1680606000,2023-04-04 11:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,9.43,10000.0,6.87,7.5,8.31,9.97,1017,,,84,3.6,50,,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds,02d,2023-04-04 11:00:00,2023-04-04 11:00:00,570.0,lower_west_manhattan,SW,11,1,4,0.258819045102521,-0.9659258262890682
1680609600,2023-04-04 12:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,10.45,10000.0,7.69,9.72,9.41,11.66,1018,,,83,1.79,133,1.79,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 12:00:00,2023-04-04 12:00:00,663.0,lower_west_manhattan,SW,12,1,4,1.2246467991473532e-16,-1.0
1680613200,2023-04-04 13:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.95,10000.0,8.43,12.23,11.08,13.86,1018,,,74,0.45,89,1.34,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 13:00:00,2023-04-04 13:00:00,685.0,lower_west_manhattan,SW,13,1,4,-0.2588190451025208,-0.9659258262890683
1680616800,2023-04-04 14:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,14.21,10000.0,9.24,13.57,13.3,15.19,1018,,,72,1.54,0,,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04d,2023-04-04 14:00:00,2023-04-04 14:00:00,737.0,lower_west_manhattan,SW,14,1,4,-0.4999999999999997,-0.8660254037844388
1680620400,2023-04-04 15:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,16.69,10000.0,10.98,16.22,14.41,17.31,1018,,,69,1.79,165,3.13,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 15:00:00,2023-04-04 15:00:00,882.0,lower_west_manhattan,SW,15,1,4,-0.7071067811865471,-0.7071067811865479
1680624000,2023-04-04 16:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,17.08,10000.0,10.22,16.51,15.64,18.86,1017,,,64,2.68,360,5.81,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 16:00:00,2023-04-04 16:00:00,1074.0,lower_west_manhattan,SW,16,1,4,-0.8660254037844384,-0.5000000000000004
1680627600,2023-04-04 17:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,19.43,10000.0,10.96,18.94,17.14,20.53,1017,,,58,2.06,0,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 17:00:00,2023-04-04 17:00:00,1514.0,lower_west_manhattan,SW,17,1,4,-0.9659258262890683,-0.25881904510252063
1680631200,2023-04-04 18:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,19.62,10000.0,11.14,19.15,17.21,20.97,1016,,,58,1.79,207,2.68,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 18:00:00,2023-04-04 18:00:00,1480.0,lower_west_manhattan,SW,18,1,4,-1.0,-1.8369701987210297e-16
1680634800,2023-04-04 19:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,19.95,10000.0,11.45,19.52,16.75,21.19,1016,,,58,5.81,360,8.05,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04d,2023-04-04 19:00:00,2023-04-04 19:00:00,955.0,lower_west_manhattan,SW,19,1,4,-0.9659258262890684,0.2588190451025203
1680638400,2023-04-04 20:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,18.11,10000.0,10.72,17.6,16.09,19.97,1015,,,62,4.47,131,7.15,0.0,0.0,0.0,0.0,75,803,Clouds,broken clouds,04d,2023-04-04 20:00:00,2023-04-04 20:00:00,584.0,lower_west_manhattan,SW,20,1,4,-0.8660254037844386,0.5000000000000001
1680642000,2023-04-04 21:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,18.44,10000.0,11.03,17.96,16.65,20.19,1016,,,62,3.09,30,,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04d,2023-04-04 21:00:00,2023-04-04 21:00:00,505.0,lower_west_manhattan,SW,21,1,4,-0.7071067811865477,0.7071067811865474
1680645600,2023-04-04 22:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,18.58,10000.0,11.88,18.19,17.19,19.97,1016,,,65,2.68,113,3.58,0.0,0.0,0.0,0.0,100,804,Clouds,overcast clouds,04d,2023-04-04 22:00:00,2023-04-04 22:00:00,333.0,lower_west_manhattan,SW,22,1,4,-0.5000000000000004,0.8660254037844384
1680649200,2023-04-04 23:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,17.69,10000.0,12.37,17.37,16.09,19.41,1017,,,71,2.68,197,3.58,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01d,2023-04-04 23:00:00,2023-04-04 23:00:00,156.0,lower_west_manhattan,SW,23,1,4,-0.25881904510252157,0.9659258262890681
1680652800,2023-04-05 00:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,16.5,10000.0,12.46,16.22,14.42,18.19,1017,,,77,2.24,133,2.68,0.0,0.0,0.0,0.0,20,801,Clouds,few clouds,02n,2023-04-05 00:00:00,2023-04-05 00:00:00,96.0,lower_west_manhattan,SW,0,2,4,0.0,1.0
1680656400,2023-04-05 01:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,16.71,10000.0,13.05,16.5,14.98,18.3,1018,,,79,5.36,360,8.49,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-05 01:00:00,2023-04-05 01:00:00,51.0,lower_west_manhattan,SW,1,2,4,0.25881904510252074,0.9659258262890683
1680660000,2023-04-05 02:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,16.58,10000.0,13.31,16.41,14.98,18.25,1019,,,81,2.57,320,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-05 02:00:00,2023-04-05 02:00:00,23.0,lower_west_manhattan,SW,2,2,4,0.49999999999999994,0.8660254037844387
1680663600,2023-04-05 03:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,16.13,10000.0,13.06,15.94,13.98,17.86,1019,,,82,3.13,360,5.81,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-05 03:00:00,2023-04-05 03:00:00,16.0,lower_west_manhattan,SW,3,2,4,0.7071067811865475,0.7071067811865476
1680667200,2023-04-05 04:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,13.8,10000.0,11.32,13.46,11.66,15.53,1020,,,85,4.63,40,,0.0,0.0,0.0,0.0,0,800,Clear,sky is clear,01n,2023-04-05 04:00:00,2023-04-05 04:00:00,24.0,lower_west_manhattan,SW,4,2,4,0.8660254037844386,0.5000000000000001
1680670800,2023-04-05 05:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.59,10000.0,10.31,12.15,11.1,13.86,1020,,,86,5.66,40,,0.0,0.0,0.0,0.0,0,701,Mist,mist,50n,2023-04-05 05:00:00,2023-04-05 05:00:00,60.0,lower_west_manhattan,SW,5,2,4,0.9659258262890683,0.25881904510252074
1680674400,2023-04-05 06:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.93,9656.0,11.33,12.63,11.66,13.86,1021,,,90,6.17,50,,0.0,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-04-05 06:00:00,2023-04-05 06:00:00,226.0,lower_west_manhattan,SW,6,2,4,1.0,6.123233995736766e-17
1680678000,2023-04-05 07:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,12.51,10000.0,11.57,12.27,11.97,13.45,1022,,,94,6.17,30,9.77,0.0,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-04-05 07:00:00,2023-04-05 07:00:00,514.0,lower_west_manhattan,SW,7,2,4,0.9659258262890683,-0.25881904510252063
1680681600,2023-04-05 08:00:00 +0000 UTC,-14400,New York,40.712775,-74.005973,11.64,10000.0,10.87,11.34,10.65,12.34,1022,,,95,8.23,40,10.8,0.0,0.0,0.0,0.0,100,701,Mist,mist,50n,2023-04-05 08:00:00,2023-04-05 08:00:00,914.0,lower_west_manhattan,SW,8,2,4,0.8660254037844387,-0.4999999999999998
