hour_sin,hour_cos,day_of_week,month,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_main
1.0,6.123233995736766e-17,4,1,7.22,10000.0,6.32,4.29,6.65,7.9,1014,94,4.6,130,0.0,0.51,0.0,0.0,0.0,100,Rain
0.9659258262890683,-0.25881904510252063,4,1,6.94,6437.0,6.04,5.12,6.09,7.9,1015,94,2.6,140,0.0,0.93,0.0,0.0,0.0,100,Rain
0.8660254037844387,-0.4999999999999998,4,1,6.77,4828.0,5.72,4.92,6.09,7.75,1015,93,2.6,350,0.0,3.1,0.0,0.0,0.0,100,Rain
0.7071067811865476,-0.7071067811865475,4,1,6.49,9656.0,5.6,3.91,5.53,7.34,1015,94,3.6,40,0.0,1.44,6.6,0.0,0.0,100,Rain
0.49999999999999994,-0.8660254037844387,4,1,6.3,9656.0,4.78,4.0,5.53,7.34,1015,90,3.1,50,0.0,1.13,0.0,0.0,0.0,100,Rain
0.258819045102521,-0.9659258262890682,4,1,6.09,10000.0,5.04,3.14,5.47,7.03,1015,93,4.1,110,0.0,0.35,0.0,0.0,0.0,100,Rain
1.2246467991473532e-16,-1.0,4,1,6.3,10000.0,5.41,3.4,5.54,7.34,1015,94,4.1,100,0.0,0.0,0.0,0.0,0.0,100,Clouds
-0.2588190451025208,-0.9659258262890683,4,1,6.62,10000.0,5.57,4.07,6.03,7.34,1015,93,3.6,120,0.0,0.3,0.0,0.0,0.0,100,Rain
-0.4999999999999997,-0.8660254037844388,4,1,6.77,10000.0,5.72,4.57,6.09,7.34,1016,93,3.1,50,0.0,0.0,0.0,0.0,0.0,100,Mist
-0.7071067811865471,-0.7071067811865479,4,1,6.98,8047.0,5.77,5.58,6.09,7.75,1016,92,2.1,40,0.0,0.0,0.0,0.0,0.0,100,Rain
-0.8660254037844384,-0.5000000000000004,4,1,7.08,6437.0,6.03,5.29,6.09,7.9,1016,93,2.6,70,0.0,0.31,0.0,0.0,0.0,100,Mist
-0.9659258262890683,-0.25881904510252063,4,1,7.4,8047.0,6.03,5.61,6.09,8.32,1015,91,2.68,247,2.68,0.0,0.0,0.0,0.0,100,Mist
-1.0,-1.8369701987210297e-16,4,1,8.33,10000.0,5.96,6.16,6.69,9.19,1014,85,3.6,280,0.0,0.0,0.0,0.0,0.0,75,Clouds
-0.9659258262890684,0.2588190451025203,4,1,8.41,10000.0,4.24,4.27,7.14,9.41,1015,75,9.3,310,0.0,0.23,0.0,0.0,0.0,100,Rain
-0.8660254037844386,0.5000000000000001,4,1,8.19,10000.0,5.13,4.71,7.69,8.86,1015,81,6.7,300,0.0,0.42,0.0,0.0,0.0,100,Rain
-0.7071067811865477,0.7071067811865474,4,1,8.27,10000.0,4.11,4.09,7.14,9.19,1015,75,9.3,290,0.0,0.46,0.0,0.0,0.0,100,Rain
-0.5000000000000004,0.8660254037844384,4,1,7.61,10000.0,3.66,3.51,6.65,8.42,1016,76,8.2,290,0.0,0.12,0.0,0.0,0.0,75,Rain
-0.25881904510252157,0.9659258262890681,4,1,7.69,10000.0,2.77,4.66,6.58,8.31,1017,71,5.1,290,0.0,0.0,0.0,0.0,0.0,100,Clouds
0.0,1.0,5,1,7.05,10000.0,1.76,3.25,6.53,7.79,1018,69,6.7,300,0.0,0.0,0.0,0.0,0.0,40,Clouds
0.25881904510252074,0.9659258262890683,5,1,6.27,10000.0,0.81,1.59,5.47,7.2,1019,68,8.8,310,0.0,0.0,0.0,0.0,0.0,100,Clouds
0.49999999999999994,0.8660254037844387,5,1,5.74,10000.0,0.9,1.23,4.91,6.65,1019,71,7.7,310,0.0,0.0,0.0,0.0,0.0,100,Clouds
0.7071067811865475,0.7071067811865476,5,1,5.25,10000.0,0.43,0.59,4.36,6.19,1020,71,7.7,310,0.0,0.0,0.0,0.0,0.0,100,Clouds
0.8660254037844386,0.5000000000000001,5,1,4.88,10000.0,0.26,0.87,3.8,5.65,1020,72,5.7,290,0.0,0.0,0.0,0.0,0.0,0,Clear
0.9659258262890683,0.25881904510252074,5,1,4.63,10000.0,0.02,0.55,3.88,5.54,1020,72,5.7,290,0.0,0.0,0.0,0.0,0.0,0,Clear
1.0,6.123233995736766e-17,5,1,4.08,10000.0,-0.11,-0.14,2.69,4.98,1020,74,5.7,290,0.0,0.0,0.0,0.0,0.0,0,Clear
0.9659258262890683,-0.25881904510252063,5,1,3.61,10000.0,-0.35,-0.74,2.69,4.53,1020,75,5.7,290,0.0,0.0,0.0,0.0,0.0,0,Clear
0.8660254037844387,-0.4999999999999998,5,1,3.35,10000.0,-0.26,-0.23,2.14,4.53,1020,77,4.1,290,0.0,0.0,0.0,0.0,0.0,0,Clear
0.7071067811865476,-0.7071067811865475,5,1,2.96,10000.0,-0.75,-1.56,1.75,3.98,1020,76,5.7,290,0.0,0.0,0.0,0.0,0.0,0,Clear
0.49999999999999994,-0.8660254037844387,5,1,3.08,10000.0,-0.18,-1.41,2.14,3.98,1020,79,5.7,280,0.0,0.0,0.0,0.0,0.0,0,Clear
0.258819045102521,-0.9659258262890682,5,1,3.03,10000.0,-0.22,-1.18,2.14,3.98,1020,79,5.1,290,0.0,0.0,0.0,0.0,0.0,0,Clear
1.2246467991473532e-16,-1.0,5,1,3.05,10000.0,-1.16,-0.6,1.75,3.98,1021,73,4.1,300,0.0,0.0,0.0,0.0,0.0,0,Clear
-0.2588190451025208,-0.9659258262890683,5,1,3.5,10000.0,-0.13,-0.87,2.75,4.41,1021,77,5.7,300,0.0,0.0,0.0,0.0,0.0,100,Clouds
-0.4999999999999997,-0.8660254037844388,5,1,3.93,10000.0,-0.08,-0.05,3.25,4.98,1021,75,5.1,280,0.0,0.0,0.0,0.0,0.0,100,Clouds
