dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,dt_iso_parsed,hour
1704067200,2024-01-01 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.61,10000.0,-2.18,2.29,4.98,6.65,1016,,,56,4.6,260,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 00:00:00,2024-01-01 00:00:00
1704070800,2024-01-01 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.7,10000.0,-1.9,2.95,5.43,6.65,1016,,,57,3.6,250,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 01:00:00,2024-01-01 01:00:00
1704074400,2024-01-01 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.54,10000.0,-1.41,2.2,4.98,6.65,1016,,,60,4.6,270,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 02:00:00,2024-01-01 02:00:00
1704078000,2024-01-01 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.71,10000.0,-1.07,2.96,5.33,6.65,1016,,,61,3.6,260,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 03:00:00,2024-01-01 03:00:00
1704081600,2024-01-01 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.65,10000.0,-0.93,2.89,4.97,6.76,1016,,,62,3.6,250,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 04:00:00,2024-01-01 04:00:00
1704085200,2024-01-01 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.49,10000.0,-0.87,2.21,4.97,6.69,1016,,,63,4.47,300,7.15,0.12,,,,100,500,Rain,light rain,10n,2024-01-01 05:00:00,2024-01-01 05:00:00
1704088800,2024-01-01 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.42,10000.0,-0.93,2.31,4.97,6.19,1016,,,63,4.12,260,,0.14,,,,100,500,Rain,light rain,10n,2024-01-01 06:00:00,2024-01-01 06:00:00
1704092400,2024-01-01 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.37,10000.0,-0.59,2.26,4.97,6.2,1016,,,65,4.1,270,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 07:00:00,2024-01-01 07:00:00
1704096000,2024-01-01 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.95,10000.0,-0.58,1.74,4.42,6.09,1016,,,67,4.1,270,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 08:00:00,2024-01-01 08:00:00
1704099600,2024-01-01 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.81,10000.0,-0.7,2.2,4.41,5.68,1016,,,67,3.1,280,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 09:00:00,2024-01-01 09:00:00
1704103200,2024-01-01 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.84,10000.0,-0.32,3.08,4.19,5.68,1015,,,69,2.1,250,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 10:00:00,2024-01-01 10:00:00
1704106800,2024-01-01 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.77,10000.0,-0.03,1.82,4.41,5.68,1016,,,71,3.6,290,0.0,,,,,100,500,Rain,light rain,10n,2024-01-01 11:00:00,2024-01-01 11:00:00
1704110400,2024-01-01 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.96,10000.0,1.0,0.83,3.3,5.12,1016,,,81,3.6,310,0.0,0.59,,,,100,500,Rain,light rain,10n,2024-01-01 12:00:00,2024-01-01 12:00:00
1704114000,2024-01-01 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.15,10000.0,1.53,1.74,3.3,4.99,1017,,,83,2.68,287,2.68,0.27,,,,100,500,Rain,light rain,10d,2024-01-01 13:00:00,2024-01-01 13:00:00
1704117600,2024-01-01 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.48,10000.0,1.51,2.2,3.86,5.12,1017,,,81,2.6,0,0.0,0.28,,,,100,500,Rain,light rain,10d,2024-01-01 14:00:00,2024-01-01 14:00:00
1704121200,2024-01-01 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.21,10000.0,1.51,2.69,4.42,5.97,1017,,,77,3.1,360,0.0,0.51,0.51,,,100,500,Rain,light rain,10d,2024-01-01 15:00:00,2024-01-01 15:00:00
1704124800,2024-01-01 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.95,10000.0,1.68,2.46,4.99,6.97,1017,,,74,5.14,290,15.43,,,,,40,802,Clouds,scattered clouds,03d,2024-01-01 16:00:00,2024-01-01 16:00:00
1704128400,2024-01-01 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.1,10000.0,0.97,5.72,6.09,7.97,1016,,,65,2.1,0,0.0,,,,,40,802,Clouds,scattered clouds,03d,2024-01-01 17:00:00,2024-01-01 17:00:00
1704132000,2024-01-01 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.37,10000.0,1.02,6.6,6.63,8.45,1016,,,64,1.54,0,,,,,,75,803,Clouds,broken clouds,04d,2024-01-01 18:00:00,2024-01-01 18:00:00
1704135600,2024-01-01 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.35,10000.0,0.33,5.26,6.64,8.31,1016,,,61,3.1,310,0.0,,,,,100,804,Clouds,overcast clouds,04d,2024-01-01 19:00:00,2024-01-01 19:00:00
1704139200,2024-01-01 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.63,10000.0,-0.09,5.94,6.66,8.28,1017,,,58,2.6,0,0.0,,,,,75,803,Clouds,broken clouds,04d,2024-01-01 20:00:00,2024-01-01 20:00:00
1704142800,2024-01-01 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.6,10000.0,-0.11,5.55,6.66,8.19,1017,,,58,3.13,342,4.92,,,,,100,804,Clouds,overcast clouds,04d,2024-01-01 21:00:00,2024-01-01 21:00:00
1704146400,2024-01-01 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,7.0,10000.0,-0.2,4.54,6.08,7.9,1017,,,60,3.6,340,0.0,,,,,100,804,Clouds,overcast clouds,04n,2024-01-01 22:00:00,2024-01-01 22:00:00
1704150000,2024-01-01 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.43,10000.0,-0.67,3.56,5.55,7.21,1018,,,60,4.1,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-01 23:00:00,2024-01-01 23:00:00
1704153600,2024-01-02 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.6,10000.0,-0.97,1.39,4.97,6.23,1018,,,62,6.71,325,8.05,,,,,75,803,Clouds,broken clouds,04n,2024-01-02 00:00:00,2024-01-02 00:00:00
1704157200,2024-01-02 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.19,10000.0,-1.12,0.69,4.41,5.97,1018,,,63,7.2,360,0.0,,,,,75,803,Clouds,broken clouds,04n,2024-01-02 01:00:00,2024-01-02 01:00:00
1704160800,2024-01-02 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.5,10000.0,-1.51,0.66,3.86,5.54,1019,,,64,5.1,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 02:00:00,2024-01-02 02:00:00
1704164400,2024-01-02 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.54,10000.0,-1.95,-1.04,2.76,4.53,1019,,,66,6.2,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 03:00:00,2024-01-02 03:00:00
1704168000,2024-01-02 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.77,10000.0,-2.25,-2.02,2.19,3.45,1019,,,68,6.2,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 04:00:00,2024-01-02 04:00:00
1704171600,2024-01-02 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.97,10000.0,-2.24,-2.15,1.09,2.97,1019,,,72,4.47,5,5.81,,,,,0,800,Clear,sky is clear,01n,2024-01-02 05:00:00,2024-01-02 05:00:00
1704175200,2024-01-02 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.39,10000.0,-2.91,-3.23,0.53,2.18,1019,,,71,5.1,360,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 06:00:00,2024-01-02 06:00:00
1704178800,2024-01-02 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,0.47,10000.0,-3.53,-4.95,-0.02,1.65,1019,,,72,6.2,350,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 07:00:00,2024-01-02 07:00:00
1704182400,2024-01-02 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,0.2,10000.0,-3.76,-4.72,-0.81,1.09,1019,,,72,5.1,350,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 08:00:00,2024-01-02 08:00:00
1704186000,2024-01-02 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.61,10000.0,-4.85,-6.13,-1.13,0.54,1019,,,70,5.81,310,8.05,,,,,0,800,Clear,sky is clear,01n,2024-01-02 09:00:00,2024-01-02 09:00:00
1704189600,2024-01-02 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-1.05,10000.0,-5.28,-6.44,-1.69,-0.02,1019,,,70,5.36,355,7.6,,,,,0,800,Clear,sky is clear,01n,2024-01-02 10:00:00,2024-01-02 10:00:00
1704193200,2024-01-02 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.71,10000.0,-5.29,-7.09,-1.68,-0.02,1020,,,68,7.6,38,8.94,,,,,0,800,Clear,sky is clear,01n,2024-01-02 11:00:00,2024-01-02 11:00:00
1704196800,2024-01-02 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.81,10000.0,-5.22,-5.68,-1.81,-0.02,1020,,,69,4.6,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 12:00:00,2024-01-02 12:00:00
1704200400,2024-01-02 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.81,10000.0,-5.05,-5.99,-1.7,-0.02,1020,,,70,5.1,340,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 13:00:00,2024-01-02 13:00:00
1704204000,2024-01-02 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.55,10000.0,-5.13,-5.66,-1.14,0.12,1020,,,68,5.1,330,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 14:00:00,2024-01-02 14:00:00
1704207600,2024-01-02 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,0.32,10000.0,-4.86,-4.57,-0.03,1.65,1020,,,65,5.1,350,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 15:00:00,2024-01-02 15:00:00
1704211200,2024-01-02 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.74,10000.0,-4.6,-2.22,1.03,2.97,1020,,,60,4.12,250,,,,,,0,500,Rain,light rain,10d,2024-01-02 16:00:00,2024-01-02 16:00:00
1704214800,2024-01-02 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.07,10000.0,-4.29,-1.13,2.19,3.97,1018,,,56,5.1,300,0.0,,,,,0,500,Rain,light rain,10d,2024-01-02 17:00:00,2024-01-02 17:00:00
1704218400,2024-01-02 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.22,10000.0,-4.21,0.04,3.53,5.12,1017,,,52,5.7,320,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 18:00:00,2024-01-02 18:00:00
1704222000,2024-01-02 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.06,10000.0,-4.22,1.61,4.33,6.14,1017,,,49,4.6,330,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 19:00:00,2024-01-02 19:00:00
1704225600,2024-01-02 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.78,10000.0,-4.12,2.5,5.53,6.7,1016,,,47,4.6,320,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 20:00:00,2024-01-02 20:00:00
1704229200,2024-01-02 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.73,10000.0,-3.91,2.2,5.53,6.23,1016,,,48,5.1,320,0.0,,,,,0,800,Clear,sky is clear,01d,2024-01-02 21:00:00,2024-01-02 21:00:00
1704232800,2024-01-02 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.37,10000.0,-3.73,2.55,4.99,6.23,1016,,,50,3.6,340,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-02 22:00:00,2024-01-02 22:00:00
1704236400,2024-01-02 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.27,10000.0,-3.58,3.07,4.97,5.97,1017,,,51,2.68,327,4.02,,,,,0,800,Clear,sky is clear,01n,2024-01-02 23:00:00,2024-01-02 23:00:00
1704240000,2024-01-03 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.2,10000.0,-3.4,1.27,4.42,5.97,1017,,,52,5.7,300,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 00:00:00,2024-01-03 00:00:00
1704243600,2024-01-03 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.79,10000.0,-3.08,1.03,4.41,5.65,1017,,,55,5.1,310,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 01:00:00,2024-01-03 01:00:00
1704247200,2024-01-03 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.07,10000.0,-3.05,0.38,3.3,5.09,1017,,,58,4.6,300,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 02:00:00,2024-01-03 02:00:00
1704250800,2024-01-03 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.94,10000.0,-2.95,0.22,2.76,5.09,1017,,,59,4.6,310,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 03:00:00,2024-01-03 03:00:00
1704254400,2024-01-03 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.52,10000.0,-3.1,0.3,2.75,4.53,1017,,,60,3.6,310,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 04:00:00,2024-01-03 04:00:00
1704258000,2024-01-03 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.79,10000.0,-2.95,-0.59,1.66,3.98,1016,,,64,3.6,270,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 05:00:00,2024-01-03 05:00:00
1704261600,2024-01-03 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.45,10000.0,-2.69,-1.63,1.64,3.42,1016,,,67,4.6,300,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 06:00:00,2024-01-03 06:00:00
1704265200,2024-01-03 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.09,10000.0,-2.48,-2.36,1.64,2.97,1016,,,70,5.1,300,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 07:00:00,2024-01-03 07:00:00
1704268800,2024-01-03 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.58,10000.0,-2.74,-3.54,1.08,2.31,1016,,,71,6.2,300,0.0,,,,,0,800,Clear,sky is clear,01n,2024-01-03 08:00:00,2024-01-03 08:00:00
1704272400,2024-01-03 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.42,10000.0,-2.88,-3.33,1.08,2.2,1016,,,71,5.36,41,7.6,,,,,0,800,Clear,sky is clear,01n,2024-01-03 09:00:00,2024-01-03 09:00:00
1704276000,2024-01-03 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.33,10000.0,-2.96,-2.01,0.59,2.2,1016,,,71,3.13,39,6.71,,,,,0,800,Clear,sky is clear,01n,2024-01-03 10:00:00,2024-01-03 10:00:00
1704279600,2024-01-03 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.46,10000.0,-3.19,-3.05,1.08,2.2,1017,,,69,4.92,335,9.39,,,,,0,800,Clear,sky is clear,01n,2024-01-03 11:00:00,2024-01-03 11:00:00
1704283200,2024-01-03 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.51,10000.0,-3.32,-2.98,1.08,2.2,1017,,,68,4.92,331,5.36,,,,,0,800,Clear,sky is clear,01n,2024-01-03 12:00:00,2024-01-03 12:00:00
1704286800,2024-01-03 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.66,10000.0,-2.84,-2.32,1.1,2.76,1018,,,70,4.12,250,,,,,,0,800,Clear,sky is clear,01d,2024-01-03 13:00:00,2024-01-03 13:00:00
1704290400,2024-01-03 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.85,10000.0,-2.85,-1.74,1.64,2.87,1018,,,69,3.6,250,,,,,,0,800,Clear,sky is clear,01d,2024-01-03 14:00:00,2024-01-03 14:00:00
1704294000,2024-01-03 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.98,10000.0,-2.61,-0.9,2.75,3.45,1018,,,65,4.47,52,5.36,,,,,20,801,Clouds,few clouds,02d,2024-01-03 15:00:00,2024-01-03 15:00:00
1704297600,2024-01-03 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.46,10000.0,-2.12,1.79,3.86,4.99,1017,,,61,3.09,0,,,,,,0,800,Clear,sky is clear,01d,2024-01-03 16:00:00,2024-01-03 16:00:00
1704301200,2024-01-03 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.31,10000.0,-1.81,2.49,4.41,6.23,1017,,,59,3.58,42,4.47,,,,,0,800,Clear,sky is clear,01d,2024-01-03 17:00:00,2024-01-03 17:00:00
1704304800,2024-01-03 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.09,10000.0,-1.79,3.75,5.53,6.97,1016,,,56,3.09,0,,,,,,75,803,Clouds,broken clouds,04d,2024-01-03 18:00:00,2024-01-03 18:00:00
1704308400,2024-01-03 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.28,10000.0,-1.63,4.64,5.53,7.34,1016,,,56,2.24,314,6.26,,,,,100,804,Clouds,overcast clouds,04d,2024-01-03 19:00:00,2024-01-03 19:00:00
1704312000,2024-01-03 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.72,10000.0,-1.88,2.98,4.97,6.79,1015,,,57,3.6,280,,,,,,100,804,Clouds,overcast clouds,04d,2024-01-03 20:00:00,2024-01-03 20:00:00
1704315600,2024-01-03 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.06,10000.0,-2.02,2.48,4.41,6.23,1015,,,59,3.13,272,4.92,,,,,100,804,Clouds,overcast clouds,04d,2024-01-03 21:00:00,2024-01-03 21:00:00
1704319200,2024-01-03 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.64,10000.0,-2.17,1.35,4.19,5.68,1016,,,60,4.12,240,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-03 22:00:00,2024-01-03 22:00:00
1704322800,2024-01-03 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.64,10000.0,-1.97,1.98,4.19,5.68,1016,,,61,3.13,327,3.58,,,,,100,804,Clouds,overcast clouds,04n,2024-01-03 23:00:00,2024-01-03 23:00:00
1704326400,2024-01-04 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.63,10000.0,-1.98,2.0,4.19,5.54,1016,,,61,3.09,260,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 00:00:00,2024-01-04 00:00:00
1704330000,2024-01-04 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.35,10000.0,-2.02,1.98,3.86,5.54,1016,,,62,2.68,342,4.92,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 01:00:00,2024-01-04 01:00:00
1704333600,2024-01-04 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.36,10000.0,-2.01,2.38,3.86,5.12,1016,,,62,2.24,286,3.13,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 02:00:00,2024-01-04 02:00:00
1704337200,2024-01-04 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.06,10000.0,-2.07,0.95,3.86,5.12,1016,,,63,3.6,250,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 03:00:00,2024-01-04 03:00:00
1704340800,2024-01-04 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.0,10000.0,-2.12,0.88,3.86,5.12,1016,,,63,3.6,270,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 04:00:00,2024-01-04 04:00:00
1704344400,2024-01-04 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.89,10000.0,-2.02,1.43,3.31,5.12,1016,,,64,2.68,345,2.68,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 05:00:00,2024-01-04 05:00:00
1704348000,2024-01-04 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.97,10000.0,-1.96,1.62,3.86,4.98,1015,,,64,2.57,250,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 06:00:00,2024-01-04 06:00:00
1704351600,2024-01-04 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.87,10000.0,-1.86,1.99,3.3,4.98,1015,,,65,2.06,250,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 07:00:00,2024-01-04 07:00:00
1704355200,2024-01-04 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.91,10000.0,-1.64,1.1,3.3,4.53,1015,,,66,3.13,259,4.02,,,,,40,802,Clouds,scattered clouds,03n,2024-01-04 08:00:00,2024-01-04 08:00:00
1704358800,2024-01-04 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.87,10000.0,-1.67,1.41,3.3,4.56,1014,,,66,2.68,275,4.92,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 09:00:00,2024-01-04 09:00:00
1704362400,2024-01-04 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.99,10000.0,-1.75,1.22,3.86,4.98,1014,,,65,3.09,250,,,,,,100,804,Clouds,overcast clouds,04n,2024-01-04 10:00:00,2024-01-04 10:00:00
1704366000,2024-01-04 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.06,10000.0,-1.51,2.21,3.86,4.98,1014,,,66,2.06,260,,,,,,75,803,Clouds,broken clouds,04n,2024-01-04 11:00:00,2024-01-04 11:00:00
1704369600,2024-01-04 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.86,10000.0,-1.32,1.07,3.3,4.98,1014,,,68,3.09,260,,,,,,75,803,Clouds,broken clouds,04n,2024-01-04 12:00:00,2024-01-04 12:00:00
1704373200,2024-01-04 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.86,10000.0,-1.32,0.71,3.3,4.98,1014,,,68,3.6,280,,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 13:00:00,2024-01-04 13:00:00
1704376800,2024-01-04 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.85,10000.0,-1.33,1.06,3.31,4.56,1015,,,68,3.09,260,,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 14:00:00,2024-01-04 14:00:00
1704380400,2024-01-04 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.98,10000.0,-1.22,0.86,3.86,4.56,1015,,,68,3.6,290,,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 15:00:00,2024-01-04 15:00:00
1704384000,2024-01-04 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,4.49,10000.0,-0.97,1.49,3.86,5.19,1015,,,67,3.58,340,5.36,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 16:00:00,2024-01-04 16:00:00
1704387600,2024-01-04 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.49,10000.0,-1.06,1.25,4.97,6.65,1014,,,62,6.71,296,7.6,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 17:00:00,2024-01-04 17:00:00
1704391200,2024-01-04 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.36,10000.0,-1.56,3.52,5.53,7.34,1014,,,56,4.02,356,4.92,,,,,100,804,Clouds,overcast clouds,04d,2024-01-04 18:00:00,2024-01-04 18:00:00
1704394800,2024-01-04 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.65,10000.0,-2.44,2.89,6.08,7.34,1014,,,51,6.26,15,8.94,,,,,40,802,Clouds,scattered clouds,03d,2024-01-04 19:00:00,2024-01-04 19:00:00
1704398400,2024-01-04 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,6.37,10000.0,-3.15,2.37,5.54,7.81,1014,,,49,6.71,338,11.62,,,,,40,802,Clouds,scattered clouds,03d,2024-01-04 20:00:00,2024-01-04 20:00:00
1704402000,2024-01-04 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,5.02,10000.0,-4.25,-0.09,4.41,6.09,1016,,,49,8.94,40,12.07,,,,,0,800,Clear,sky is clear,01d,2024-01-04 21:00:00,2024-01-04 21:00:00
1704405600,2024-01-04 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,3.89,10000.0,-5.18,-0.62,3.3,4.98,1017,,,49,6.26,352,12.96,,,,,0,800,Clear,sky is clear,01n,2024-01-04 22:00:00,2024-01-04 22:00:00
1704409200,2024-01-04 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,2.28,10000.0,-6.51,-3.68,1.65,3.45,1019,,,49,8.94,326,12.07,,,,,0,800,Clear,sky is clear,01n,2024-01-04 23:00:00,2024-01-04 23:00:00
1704412800,2024-01-05 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,1.54,10000.0,-7.35,-4.22,1.09,2.76,1020,,,48,7.72,300,10.29,,,,,0,800,Clear,sky is clear,01n,2024-01-05 00:00:00,2024-01-05 00:00:00
1704416400,2024-01-05 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,0.82,10000.0,-8.44,-4.92,-0.02,1.97,1021,,,46,7.15,352,11.18,,,,,0,800,Clear,sky is clear,01n,2024-01-05 01:00:00,2024-01-05 01:00:00
1704420000,2024-01-05 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.05,10000.0,-8.67,-5.85,-0.59,1.09,1021,,,48,6.71,331,10.28,,,,,0,800,Clear,sky is clear,01n,2024-01-05 02:00:00,2024-01-05 02:00:00
1704423600,2024-01-05 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-0.9,10000.0,-8.78,-7.33,-1.68,-0.03,1022,,,51,7.6,337,12.07,,,,,0,800,Clear,sky is clear,01n,2024-01-05 03:00:00,2024-01-05 03:00:00
1704427200,2024-01-05 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-1.68,10000.0,-8.66,-8.14,-2.24,-0.58,1023,,,55,7.15,321,10.73,,,,,0,800,Clear,sky is clear,01n,2024-01-05 04:00:00,2024-01-05 04:00:00
1704430800,2024-01-05 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,-2.05,10000.0,-8.41,-8.62,-2.8,-0.99,1023,,,58,7.15,297,8.49,,,,,0,800,Clear,sky is clear,01n,2024-01-05 05:00:00,2024-01-05 05:00:00
